Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
ACT22786.1 |matrix protein VP40,0.0574,0.0091,5.3333,0.006,0.0,0.0,0.0453,0.0151,2.0,0.0181,0.0,0.0,0.0242,0.0,0.0,0.0453,0.0121,2.75,0.0151,0.0121,0.25,0.0725,0.003,23.0,0.0363,0.0181,1.0,0.0997,0.006,15.5,0.0151,0.0091,0.6667,0.0272,0.006,3.5,0.1027,0.0181,4.6667,0.0302,0.0121,1.5,0.0272,0.006,3.5,0.0483,0.0242,1.0,0.0634,0.006,9.5,0.0755,0.003,24.0,0.006,0.0,0.0,0.0181,0.006,2.0
ACT22799.1 |truncated matrix protein VP40,0.0606,0.0061,9.0,0.0061,0.0,0.0,0.0455,0.0121,2.75,0.0182,0.0,0.0,0.0212,0.0,0.0,0.0515,0.0061,7.5,0.0212,0.003,6.0,0.0788,0.003,25.0,0.0515,0.0061,7.5,0.103,0.0061,16.0,0.0152,0.0061,1.5,0.0364,0.0061,5.0,0.1091,0.0121,8.0,0.0333,0.0091,2.6667,0.0212,0.0061,2.5,0.0545,0.0121,3.5,0.0606,0.0061,9.0,0.0758,0.003,24.0,0.0061,0.0,0.0,0.0212,0.0061,2.5
ACT22801.1 |matrix protein VP40,0.0604,0.0091,5.6667,0.006,0.0,0.0,0.0453,0.0181,1.5,0.0181,0.0,0.0,0.0242,0.0,0.0,0.0514,0.006,7.5,0.0151,0.0121,0.25,0.0755,0.003,24.0,0.0423,0.0121,2.5,0.0997,0.006,15.5,0.0151,0.0091,0.6667,0.0302,0.006,4.0,0.0997,0.0181,4.5,0.0302,0.0121,1.5,0.0272,0.006,3.5,0.0514,0.0181,1.8333,0.0604,0.006,9.0,0.0725,0.003,23.0,0.006,0.0,0.0,0.0181,0.006,2.0
AFP28226.1 |matrix protein,0.0613,0.0031,19.0,0.0061,0.0,0.0,0.0429,0.0153,1.8,0.0184,0.0031,5.0,0.0276,0.0,0.0,0.0552,0.0061,8.0,0.0184,0.0061,2.0,0.0706,0.0031,22.0,0.0583,0.0061,8.5,0.1043,0.0031,33.0,0.0276,0.0092,2.0,0.0276,0.0061,3.5,0.1012,0.0092,10.0,0.0399,0.0061,5.5,0.0245,0.0031,7.0,0.0583,0.0123,3.75,0.0613,0.0061,9.0,0.0583,0.0092,5.3333,0.0061,0.0,0.0,0.0245,0.0,0.0
AGB56677.1 |matrix protein,0.0613,0.0031,19.0,0.0061,0.0,0.0,0.0429,0.0153,1.8,0.0184,0.0031,5.0,0.0276,0.0,0.0,0.0552,0.0061,8.0,0.0184,0.0061,2.0,0.0706,0.0031,22.0,0.0583,0.0031,18.0,0.1043,0.0031,33.0,0.0245,0.0092,1.6667,0.0276,0.0061,3.5,0.1012,0.0092,10.0,0.0399,0.0061,5.5,0.0245,0.0061,3.0,0.0583,0.0123,3.75,0.0644,0.0061,9.5,0.0583,0.0092,5.3333,0.0061,0.0,0.0,0.0245,0.0,0.0
AGC02885.1 |matrix protein VP40,0.0574,0.0091,5.3333,0.006,0.0,0.0,0.0453,0.0151,2.0,0.0181,0.0,0.0,0.0242,0.0,0.0,0.0453,0.0121,2.75,0.0151,0.0121,0.25,0.0725,0.003,23.0,0.0363,0.0181,1.0,0.0997,0.006,15.5,0.0151,0.0091,0.6667,0.0272,0.006,3.5,0.1027,0.0181,4.6667,0.0302,0.0121,1.5,0.0272,0.006,3.5,0.0483,0.0242,1.0,0.0634,0.006,9.5,0.0755,0.003,24.0,0.006,0.0,0.0,0.0181,0.006,2.0
AGC02893.1 |matrix protein VP40,0.0604,0.0091,5.6667,0.006,0.0,0.0,0.0453,0.0181,1.5,0.0181,0.0,0.0,0.0211,0.0,0.0,0.0514,0.006,7.5,0.0151,0.0121,0.25,0.0785,0.003,25.0,0.0453,0.0121,2.75,0.1027,0.006,16.0,0.0151,0.0091,0.6667,0.0302,0.006,4.0,0.1027,0.0151,5.8,0.0302,0.0121,1.5,0.0272,0.006,3.5,0.0514,0.0181,1.8333,0.0544,0.006,8.0,0.0725,0.003,23.0,0.006,0.0,0.0,0.0181,0.006,2.0
AHX24648.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AHX24657.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AHX24666.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AHX71952.1 |membrane protein,0.0868,0.0,0.0,0.0091,0.0,0.0,0.0274,0.0,0.0,0.0228,0.0,0.0,0.0457,0.0,0.0,0.0502,0.0,0.0,0.0137,0.0,0.0,0.0868,0.0,0.0,0.032,0.0,0.0,0.0959,0.0,0.0,0.0502,0.0,0.0,0.0457,0.0,0.0,0.0457,0.0,0.0,0.0274,0.0,0.0,0.0411,0.0,0.0,0.0913,0.0,0.0,0.0639,0.0,0.0,0.0868,0.0,0.0,0.032,0.0,0.0,0.0457,0.0,0.0
AIE11799.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11808.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11817.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11826.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11835.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11844.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11853.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11862.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11871.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11880.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11889.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11898.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11907.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11916.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIE11925.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIG95885.1 |VP35 matrix protein,0.0588,0.0176,2.3333,0.0206,0.0029,6.0,0.0441,0.0088,4.0,0.0206,0.0382,-0.4615,0.0206,0.0059,2.5,0.0353,0.0235,0.5,0.0118,0.0088,0.3333,0.0529,0.0147,2.6,0.0294,0.0176,0.6667,0.0588,0.0147,3.0,0.0147,0.0118,0.25,0.0206,0.0206,0.0,0.0412,0.0294,0.4,0.0382,0.0294,0.3,0.0265,0.0265,0.0,0.0441,0.0294,0.5,0.0441,0.0353,0.25,0.0471,0.0088,4.3333,0.0029,0.0059,-0.5,0.0118,0.0059,1.0
AIG95886.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIG95894.1 |VP35 matrix protein,0.0588,0.0176,2.3333,0.0206,0.0029,6.0,0.0441,0.0088,4.0,0.0206,0.0382,-0.4615,0.0206,0.0059,2.5,0.0353,0.0235,0.5,0.0118,0.0088,0.3333,0.0529,0.0147,2.6,0.0294,0.0176,0.6667,0.0588,0.0147,3.0,0.0147,0.0118,0.25,0.0206,0.0206,0.0,0.0412,0.0294,0.4,0.0382,0.0294,0.3,0.0265,0.0265,0.0,0.0441,0.0294,0.5,0.0441,0.0353,0.25,0.0471,0.0088,4.3333,0.0029,0.0059,-0.5,0.0118,0.0059,1.0
AIG95895.1 |matrix protein,0.0613,0.0092,5.6667,0.0061,0.0,0.0,0.0307,0.0215,0.4286,0.0245,0.0031,7.0,0.0276,0.0031,8.0,0.0399,0.0245,0.625,0.0184,0.0031,5.0,0.0736,0.0061,11.0,0.0491,0.0061,7.0,0.089,0.0123,6.25,0.0245,0.0,0.0,0.0245,0.0184,0.3333,0.0951,0.0184,4.1667,0.0337,0.0,0.0,0.0245,0.0092,1.6667,0.0491,0.0184,1.6667,0.0613,0.0276,1.2222,0.0583,0.0031,18.0,0.0031,0.0031,0.0,0.0184,0.0,0.0
AIG95903.1 |VP35 matrix protein,0.0588,0.0176,2.3333,0.0206,0.0029,6.0,0.0441,0.0088,4.0,0.0206,0.0382,-0.4615,0.0206,0.0059,2.5,0.0353,0.0235,0.5,0.0118,0.0088,0.3333,0.0529,0.0147,2.6,0.0294,0.0176,0.6667,0.0588,0.0147,3.0,0.0147,0.0118,0.25,0.0206,0.0206,0.0,0.0412,0.0294,0.4,0.0382,0.0294,0.3,0.0265,0.0265,0.0,0.0441,0.0294,0.5,0.0441,0.0353,0.25,0.0471,0.0088,4.3333,0.0029,0.0059,-0.5,0.0118,0.0059,1.0
