Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AGB56731.1 |virion spike glycoprotein precursor,0.0459,0.0296,0.55,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0621,0.0148,3.2,0.0133,0.0133,0.0,0.0533,0.0044,11.0,0.034,0.0118,1.875,0.0651,0.0104,5.2857,0.003,0.0015,1.0,0.034,0.0207,0.6429,0.0355,0.0207,0.7143,0.0266,0.0118,1.25,0.0399,0.0089,3.5,0.034,0.0355,-0.0417,0.0651,0.0429,0.5172,0.0399,0.0118,2.375,0.0207,0.0,0.0,0.0207,0.003,6.0
AGB56740.1 |virion spike glycoprotein precursor,0.0459,0.0296,0.55,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0621,0.0148,3.2,0.0133,0.0133,0.0,0.0533,0.0044,11.0,0.034,0.0118,1.875,0.0651,0.0104,5.2857,0.003,0.0015,1.0,0.034,0.0207,0.6429,0.0355,0.0207,0.7143,0.0266,0.0118,1.25,0.0399,0.0089,3.5,0.034,0.0355,-0.0417,0.0651,0.0429,0.5172,0.0399,0.0118,2.375,0.0207,0.0,0.0,0.0207,0.003,6.0
AGB56749.1 |virion spike glycoprotein precursor,0.0444,0.0266,0.6667,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0385,0.0148,1.6,0.0429,0.0015,28.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0089,6.5,0.003,0.003,0.0,0.0355,0.0192,0.8462,0.0355,0.0163,1.1818,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0355,0.0355,0.0,0.068,0.0414,0.6429,0.0429,0.0089,3.8333,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56758.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0133,1.7778,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0089,5.0,0.034,0.0104,2.2857,0.0666,0.0118,4.625,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0178,1.0,0.0281,0.0104,1.7143,0.0399,0.0118,2.375,0.034,0.0325,0.0455,0.068,0.0414,0.6429,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56767.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0133,1.7778,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0118,4.625,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0399,0.0104,2.8571,0.034,0.0325,0.0455,0.068,0.0429,0.5862,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56776.1 |virion spike glycoprotein precursor,0.0444,0.0266,0.6667,0.0178,0.0,0.0,0.037,0.0133,1.7778,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.0355,0.0104,2.4286,0.0666,0.0104,5.4286,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0192,0.8462,0.0281,0.0118,1.375,0.0385,0.0104,2.7143,0.034,0.0325,0.0455,0.068,0.0444,0.5333,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56785.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0133,1.7778,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0118,4.625,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0399,0.0104,2.8571,0.034,0.0325,0.0455,0.068,0.0429,0.5862,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56794.1 |virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0104,5.4286,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0192,0.8462,0.0281,0.0118,1.375,0.0414,0.0089,3.6667,0.034,0.0325,0.0455,0.0666,0.0414,0.6071,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56803.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0133,1.7778,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0118,4.625,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0399,0.0104,2.8571,0.034,0.0325,0.0455,0.068,0.0429,0.5862,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56812.1 |virion spike glycoprotein precursor,0.0444,0.0266,0.6667,0.0178,0.0,0.0,0.037,0.0133,1.7778,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.0355,0.0104,2.4286,0.0666,0.0104,5.4286,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0192,0.8462,0.0281,0.0118,1.375,0.0385,0.0104,2.7143,0.034,0.0325,0.0455,0.068,0.0444,0.5333,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56821.1 |virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0385,0.0148,1.6,0.0429,0.0,0.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0104,5.4286,0.003,0.003,0.0,0.034,0.0207,0.6429,0.0355,0.0192,0.8462,0.0281,0.0118,1.375,0.0414,0.0089,3.6667,0.034,0.0325,0.0455,0.0666,0.0414,0.6071,0.0399,0.0104,2.8571,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGB56830.1 |virion spike glycoprotein precursor,0.0488,0.0281,0.7368,0.0178,0.0,0.0,0.037,0.0163,1.2727,0.0385,0.0163,1.3636,0.0429,0.0,0.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0547,0.0104,4.2857,0.034,0.0104,2.2857,0.0666,0.0074,8.0,0.003,0.003,0.0,0.034,0.0192,0.7692,0.0355,0.0178,1.0,0.0281,0.0133,1.1111,0.0399,0.0089,3.5,0.034,0.034,0.0,0.0651,0.037,0.76,0.0399,0.0089,3.5,0.0207,0.0,0.0,0.0207,0.0044,3.6667
AGB56839.1 |virion spike glycoprotein precursor,0.0444,0.0266,0.6667,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0385,0.0148,1.6,0.0429,0.0015,28.0,0.0636,0.0148,3.3,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.034,0.0104,2.2857,0.0666,0.0089,6.5,0.003,0.003,0.0,0.0355,0.0192,0.8462,0.0355,0.0163,1.1818,0.0281,0.0118,1.375,0.0399,0.0089,3.5,0.0355,0.0355,0.0,0.068,0.0414,0.6429,0.0429,0.0089,3.8333,0.0207,0.0,0.0,0.0207,0.0015,13.0
AGN52936.1 |spike glycoprotein,0.065,0.0,0.0,0.031,0.0,0.0,0.0488,0.0,0.0,0.034,0.0,0.0,0.0525,0.0,0.0,0.068,0.0,0.0,0.0155,0.0,0.0,0.0547,0.0,0.0,0.0377,0.0,0.0,0.0887,0.0,0.0,0.0155,0.0,0.0,0.0569,0.0,0.0,0.0451,0.0007,60.0,0.0525,0.0,0.0,0.0318,0.0007,42.0,0.0983,0.0007,132.0,0.068,0.0,0.0,0.0695,0.0007,93.0,0.0074,0.0,0.0,0.0562,0.0,0.0
AHX24649.2 |virion spike glycoprotein precursor,0.0473,0.0266,0.7778,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0399,0.0118,2.375,0.0207,0.0,0.0,0.0207,0.003,6.0
AHX24658.2 |virion spike glycoprotein precursor,0.0473,0.0266,0.7778,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0399,0.0118,2.375,0.0207,0.0,0.0,0.0207,0.003,6.0
AHX24667.2 |virion spike glycoprotein precursor,0.0473,0.0266,0.7778,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0429,0.0074,4.8,0.0311,0.0385,-0.1923,0.0651,0.0399,0.6296,0.0399,0.0118,2.375,0.0192,0.0,0.0,0.0207,0.003,6.0
AHY61337.1 |spike glycoprotein,0.0734,0.0,0.0,0.031,0.0,0.0,0.0499,0.0,0.0,0.0378,0.0,0.0,0.0567,0.0,0.0,0.0703,0.0,0.0,0.0144,0.0,0.0,0.0461,0.0,0.0,0.0408,0.0,0.0,0.0847,0.0,0.0,0.0174,0.0,0.0,0.062,0.0,0.0,0.0454,0.0,0.0,0.0575,0.0,0.0,0.0333,0.0,0.0,0.0832,0.0,0.0,0.0628,0.0,0.0,0.0703,0.0,0.0,0.0083,0.0,0.0,0.0545,0.0,0.0
AIE11800.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11809.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11818.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11827.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11836.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11845.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11854.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11863.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11872.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11881.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11890.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
AIE11899.1 |virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.037,0.0148,1.5,0.0355,0.0163,1.1818,0.0414,0.0015,27.0,0.0651,0.0133,3.8889,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.034,0.0118,1.875,0.0651,0.0118,4.5,0.003,0.003,0.0,0.034,0.0222,0.5333,0.0355,0.0178,1.0,0.0281,0.0118,1.375,0.0414,0.0074,4.6,0.0325,0.037,-0.12,0.0651,0.0399,0.6296,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0207,0.003,6.0
