Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AAV48574.1 |nucleoprotein,0.0921,0.0646,0.4257,0.0067,0.0,0.0,0.0404,0.1395,-0.7099,0.0652,0.102,-0.3613,0.0427,0.017,1.5106,0.0607,0.051,0.1892,0.0404,0.034,0.1892,0.0562,0.0238,1.3596,0.0539,0.0238,1.2652,0.1191,0.068,0.7508,0.0292,0.0068,3.2944,0.0517,0.0578,-0.1061,0.0247,0.0986,-0.7494,0.0742,0.0612,0.2112,0.0539,0.051,0.0571,0.0404,0.0918,-0.5596,0.0427,0.0476,-0.1034,0.0674,0.017,2.964,0.0067,0.0102,-0.3393,0.0315,0.034,-0.0751
ABA87124.1 |nucleoprotein,0.072,0.0437,0.6457,0.008,0.0,0.0,0.0427,0.1031,-0.5863,0.056,0.1031,-0.457,0.0373,0.0344,0.0861,0.0667,0.0281,1.3704,0.04,0.0219,0.8286,0.072,0.0375,0.92,0.0587,0.0281,1.0859,0.1333,0.0656,1.0317,0.008,0.0125,-0.36,0.0533,0.0531,0.0039,0.0293,0.1094,-0.7318,0.0453,0.0969,-0.532,0.0453,0.0469,-0.0329,0.0693,0.0875,-0.2076,0.0613,0.05,0.2267,0.072,0.0531,0.3553,0.0027,0.0063,-0.5733,0.0267,0.0187,0.4222
ABE27012.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27019.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27026.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27033.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27040.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0684,0.9216,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0912,-0.4913,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27047.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27054.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27061.1 |nucleoprotein,0.0696,0.0456,0.526,0.0077,0.0,0.0,0.0438,0.101,-0.5661,0.0567,0.1042,-0.456,0.0387,0.0326,0.1869,0.0644,0.0261,1.4726,0.0412,0.0195,1.11,0.0696,0.0456,0.526,0.0567,0.0293,0.9341,0.1314,0.0651,1.0177,0.0077,0.0065,0.1869,0.0541,0.0456,0.1869,0.0309,0.1075,-0.7123,0.0464,0.0945,-0.5089,0.049,0.0423,0.1564,0.067,0.1042,-0.3571,0.0619,0.0489,0.266,0.0747,0.0521,0.4341,0.0026,0.0065,-0.6044,0.0258,0.0228,0.1303
ABE27068.1 |nucleoprotein,0.0651,0.0579,0.1249,0.0078,0.0,0.0,0.0417,0.0997,-0.582,0.0547,0.1158,-0.5276,0.0417,0.0257,0.6198,0.0651,0.0257,1.5309,0.0417,0.0193,1.1597,0.0651,0.0386,0.6873,0.0573,0.0322,0.7818,0.1328,0.0707,0.8775,0.0078,0.0096,-0.1901,0.0495,0.045,0.0991,0.0365,0.0965,-0.622,0.0469,0.0965,-0.5141,0.0495,0.0386,0.2823,0.0729,0.0965,-0.2441,0.0599,0.0514,0.1642,0.0755,0.0514,0.4679,0.0026,0.0064,-0.5951,0.026,0.0225,0.157
ABE27075.1 |nucleoprotein,0.0701,0.0452,0.5529,0.0078,0.0,0.0,0.0442,0.1032,-0.5722,0.0571,0.1,-0.4286,0.039,0.0323,0.2078,0.0649,0.0323,1.013,0.0416,0.0194,1.1472,0.0701,0.0355,0.9764,0.0571,0.0258,1.2143,0.1325,0.0645,1.0532,0.0078,0.0065,0.2078,0.0519,0.0452,0.1503,0.0312,0.1032,-0.6981,0.0442,0.1,-0.5584,0.0494,0.0419,0.1768,0.0675,0.1065,-0.3656,0.0623,0.0516,0.2078,0.0727,0.0581,0.2525,0.0026,0.0065,-0.5974,0.026,0.0226,0.1503
ABE27082.1 |nucleoprotein,0.0701,0.0452,0.5529,0.0078,0.0,0.0,0.0442,0.1032,-0.5722,0.0571,0.1,-0.4286,0.039,0.0323,0.2078,0.0649,0.0323,1.013,0.0416,0.0194,1.1472,0.0701,0.0355,0.9764,0.0571,0.029,0.9683,0.1325,0.0645,1.0532,0.0078,0.0065,0.2078,0.0519,0.0452,0.1503,0.0312,0.1032,-0.6981,0.0442,0.1,-0.5584,0.0494,0.0387,0.2749,0.0675,0.1065,-0.3656,0.0623,0.0516,0.2078,0.0727,0.0581,0.2525,0.0026,0.0065,-0.5974,0.026,0.0226,0.1503
ABE27089.1 |nucleoprotein,0.0654,0.0543,0.205,0.0079,0.0,0.0,0.0419,0.1022,-0.5903,0.055,0.115,-0.522,0.0419,0.0256,0.6387,0.0654,0.0256,1.5605,0.0419,0.0192,1.185,0.0654,0.0383,0.707,0.0576,0.0319,0.8026,0.1335,0.0703,0.8995,0.0079,0.0096,-0.1806,0.0497,0.0447,0.112,0.034,0.099,-0.6564,0.0471,0.0958,-0.5084,0.0497,0.0383,0.2973,0.0707,0.099,-0.2864,0.0602,0.0511,0.1778,0.0759,0.0511,0.4851,0.0026,0.0064,-0.5903,0.0262,0.0224,0.1705
ABS17548.1 |nucleoprotein,0.0651,0.0579,0.1249,0.0078,0.0,0.0,0.0417,0.0997,-0.582,0.0547,0.1158,-0.5276,0.0417,0.0257,0.6198,0.0651,0.0257,1.5309,0.0417,0.0193,1.1597,0.0651,0.0386,0.6873,0.0573,0.0322,0.7818,0.1328,0.0707,0.8775,0.0078,0.0096,-0.1901,0.0495,0.045,0.0991,0.0365,0.0965,-0.622,0.0469,0.0965,-0.5141,0.0495,0.0386,0.2823,0.0755,0.0965,-0.2171,0.0573,0.0514,0.1136,0.0755,0.0514,0.4679,0.0026,0.0064,-0.5951,0.026,0.0225,0.157
ABS17555.1 |nucleoprotein,0.0694,0.049,0.4159,0.0077,0.0,0.0,0.0437,0.098,-0.5542,0.0566,0.1013,-0.4417,0.0386,0.0327,0.1799,0.0643,0.0261,1.4582,0.0437,0.0163,1.6746,0.0668,0.0458,0.4609,0.0566,0.0294,0.9229,0.1311,0.0654,1.0059,0.0077,0.0065,0.1799,0.054,0.0523,0.0325,0.0308,0.1078,-0.714,0.0463,0.1013,-0.5432,0.0488,0.0392,0.2455,0.0668,0.1013,-0.3402,0.0617,0.049,0.2586,0.0771,0.049,0.5733,0.0026,0.0065,-0.6067,0.0257,0.0229,0.1238
ABX75364.1 |nucleoprotein,0.0833,0.0554,0.5049,0.0069,0.0,0.0,0.0347,0.1433,-0.7577,0.0625,0.1042,-0.4004,0.0509,0.0163,2.1269,0.0625,0.0456,0.3705,0.0463,0.0358,0.2921,0.0486,0.0261,0.8655,0.0648,0.0358,0.8089,0.1157,0.0521,1.2208,0.0347,0.0163,1.1319,0.0417,0.0423,-0.016,0.0278,0.1042,-0.7335,0.0718,0.0717,0.0014,0.0463,0.0391,0.1844,0.0532,0.0782,-0.319,0.037,0.0717,-0.4832,0.0787,0.0261,2.0203,0.0069,0.0033,1.1319,0.0255,0.0326,-0.2183
ABY75321.1 |major nucleoprotein,0.0798,0.0496,0.6089,0.0063,0.0,0.0,0.042,0.1489,-0.7177,0.0735,0.084,-0.1243,0.0483,0.0076,5.3298,0.0672,0.0725,-0.073,0.0441,0.0153,1.8897,0.0462,0.0305,0.5137,0.0546,0.042,0.301,0.1282,0.0573,1.2384,0.021,0.0115,0.8347,0.0378,0.0649,-0.4172,0.0273,0.0954,-0.7138,0.0672,0.0496,0.3549,0.042,0.0305,0.3761,0.0588,0.0954,-0.3835,0.042,0.084,-0.4996,0.0735,0.0305,1.4081,0.0084,0.0,0.0,0.0315,0.0305,0.032
ABY75326.1 |minor nucleoprotein,0.0808,0.0444,0.8182,0.0303,0.0,0.0,0.0606,0.0667,-0.0909,0.0606,0.0444,0.3636,0.0404,0.0222,0.8182,0.0404,0.0667,-0.3939,0.0202,0.0111,0.8182,0.0303,0.0111,1.7273,0.0606,0.0444,0.3636,0.1717,0.0222,6.7273,0.0051,0.0111,-0.5455,0.0404,0.0111,2.6364,0.0253,0.1,-0.7475,0.0606,0.0444,0.3636,0.0556,0.1333,-0.5833,0.101,0.1333,-0.2424,0.0455,0.1556,-0.7078,0.0505,0.0444,0.1364,0.0152,0.0111,0.3636,0.0051,0.0222,-0.7727
ACD13002.1 |nucleoprotein,0.0651,0.0579,0.1249,0.0078,0.0,0.0,0.0417,0.0997,-0.582,0.0547,0.1158,-0.5276,0.0417,0.0257,0.6198,0.0651,0.0257,1.5309,0.0443,0.0193,1.2947,0.0651,0.0386,0.6873,0.0573,0.0322,0.7818,0.1328,0.0707,0.8775,0.0078,0.0096,-0.1901,0.0495,0.045,0.0991,0.0365,0.0965,-0.622,0.0469,0.0965,-0.5141,0.0495,0.0386,0.2823,0.0729,0.0965,-0.2441,0.0599,0.0514,0.1642,0.0755,0.0514,0.4679,0.0026,0.0064,-0.5951,0.0234,0.0225,0.0413
ACD13009.1 |nucleoprotein,0.0651,0.0579,0.1249,0.0078,0.0,0.0,0.0417,0.0997,-0.582,0.0547,0.1158,-0.5276,0.0417,0.0257,0.6198,0.0651,0.0257,1.5309,0.0417,0.0193,1.1597,0.0651,0.0386,0.6873,0.0573,0.0322,0.7818,0.1328,0.0707,0.8775,0.0078,0.0096,-0.1901,0.0495,0.045,0.0991,0.0365,0.0965,-0.622,0.0469,0.0965,-0.5141,0.0495,0.0386,0.2823,0.0729,0.0965,-0.2441,0.0599,0.0514,0.1642,0.0755,0.0514,0.4679,0.0026,0.0064,-0.5951,0.026,0.0225,0.157
ACD13016.1 |nucleoprotein,0.0651,0.0579,0.1249,0.0078,0.0,0.0,0.0417,0.0997,-0.582,0.0547,0.1158,-0.5276,0.0417,0.0257,0.6198,0.0651,0.0257,1.5309,0.0417,0.0193,1.1597,0.0651,0.0386,0.6873,0.0573,0.0322,0.7818,0.1328,0.0707,0.8775,0.0078,0.0096,-0.1901,0.0495,0.045,0.0991,0.0365,0.0965,-0.622,0.0469,0.0965,-0.5141,0.0495,0.0386,0.2823,0.0729,0.0965,-0.2441,0.0599,0.0514,0.1642,0.0755,0.0514,0.4679,0.0026,0.0064,-0.5951,0.026,0.0225,0.157
ACI28620.1 |nucleoprotein,0.088,0.0811,0.0858,0.0068,0.0,0.0,0.0316,0.1453,-0.7825,0.0655,0.0912,-0.2823,0.0519,0.0068,6.684,0.0587,0.0372,0.5793,0.0474,0.0135,2.5079,0.0632,0.0338,0.8709,0.0632,0.0304,1.0788,0.1084,0.0473,1.2909,0.0384,0.0101,2.7863,0.0406,0.0845,-0.5189,0.0271,0.0946,-0.7136,0.0722,0.0642,0.1253,0.0429,0.0405,0.0579,0.0542,0.0777,-0.3028,0.0451,0.0709,-0.3636,0.0632,0.0304,1.0788,0.0068,0.0034,1.0045,0.0248,0.0372,-0.3318
ACR33187.1 |major nucleoprotein,0.0803,0.0491,0.6377,0.0063,0.0,0.0,0.0423,0.1472,-0.7127,0.074,0.083,-0.1087,0.0465,0.0075,5.1628,0.0677,0.0717,-0.0564,0.0444,0.0151,1.9413,0.0465,0.0302,0.5407,0.055,0.0415,0.3242,0.129,0.0604,1.136,0.0211,0.0113,0.8675,0.0381,0.0642,-0.4068,0.0275,0.1019,-0.7302,0.0655,0.0528,0.2406,0.0423,0.0302,0.4006,0.0592,0.0906,-0.3464,0.0402,0.083,-0.5161,0.074,0.0302,1.4511,0.0085,0.0,0.0,0.0317,0.0302,0.0505
ACR33192.1 |minor nucleoprotein,0.0808,0.0444,0.8182,0.0303,0.0,0.0,0.0606,0.0667,-0.0909,0.0606,0.0444,0.3636,0.0404,0.0222,0.8182,0.0404,0.0667,-0.3939,0.0202,0.0111,0.8182,0.0303,0.0111,1.7273,0.0606,0.0444,0.3636,0.1717,0.0222,6.7273,0.0051,0.0111,-0.5455,0.0404,0.0111,2.6364,0.0253,0.1,-0.7475,0.0606,0.0444,0.3636,0.0556,0.1333,-0.5833,0.101,0.1333,-0.2424,0.0455,0.1556,-0.7078,0.0505,0.0444,0.1364,0.0152,0.0111,0.3636,0.0051,0.0222,-0.7727
ACT22784.1 |nucleoprotein,0.0895,0.0685,0.3065,0.0067,0.0,0.0,0.0403,0.1473,-0.7265,0.0649,0.1027,-0.3685,0.0447,0.0171,1.613,0.0604,0.0445,0.3567,0.0403,0.0308,0.3065,0.0559,0.0342,0.6331,0.0492,0.024,1.0531,0.1208,0.0685,0.7638,0.0291,0.0034,7.4922,0.0537,0.0582,-0.0778,0.0246,0.0993,-0.7522,0.0761,0.0582,0.3065,0.0559,0.0548,0.0207,0.038,0.0925,-0.5887,0.0447,0.0411,0.0887,0.0649,0.0171,2.7888,0.0067,0.0034,0.9597,0.0336,0.0342,-0.0201
ACT22792.1 |nucleoprotein,0.0889,0.0692,0.2844,0.0067,0.0,0.0,0.04,0.1349,-0.7036,0.0644,0.1073,-0.3992,0.0489,0.0173,1.8258,0.06,0.0381,0.5764,0.04,0.0381,0.0509,0.0556,0.0277,1.0069,0.0533,0.0208,1.5689,0.1222,0.0657,0.8591,0.0289,0.0069,3.1744,0.0489,0.0657,-0.2564,0.0222,0.0969,-0.7706,0.0778,0.0519,0.4985,0.0511,0.0623,-0.1794,0.04,0.0969,-0.5871,0.0444,0.0415,0.0704,0.0667,0.0208,2.2111,0.0067,0.0035,0.9267,0.0333,0.0346,-0.0367
ACT22807.1 |nucleoprotein,0.0895,0.0685,0.3065,0.0067,0.0,0.0,0.0403,0.1473,-0.7265,0.0671,0.1062,-0.3678,0.047,0.0137,2.4295,0.0582,0.0377,0.544,0.0403,0.0342,0.1758,0.0582,0.0308,0.8871,0.0515,0.0274,0.8781,0.1208,0.0685,0.7638,0.0268,0.0034,6.8389,0.0537,0.0582,-0.0778,0.0246,0.0993,-0.7522,0.0761,0.0616,0.2339,0.0537,0.0514,0.0452,0.038,0.0959,-0.6034,0.0425,0.0445,-0.0453,0.0649,0.0171,2.7888,0.0067,0.0034,0.9597,0.0336,0.0308,0.0887
