Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AAN37505.1 |second nucleoprotein VP35,0.0868,0.032,0.0639,0.032,0.032,0.0548,0.0183,0.0822,0.0457,0.0959,0.0228,0.032,0.0639,0.0594,0.0411,0.0731,0.0685,0.0731,0.0046,0.0183,uređen
AAN37505.1 |second nucleoprotein VP35,0.0661,0.0083,0.0248,0.1074,0.0165,0.0661,0.0248,0.0413,0.0496,0.0331,0.0248,0.0579,0.0826,0.0826,0.0744,0.0826,0.1074,0.0165,0.0165,0.0165,neuređen
AAN37509.1 |nucleoprotein VP30,0.0608,0.0387,0.0497,0.0718,0.0331,0.0442,0.0221,0.0497,0.0663,0.1657,0.011,0.011,0.0276,0.0773,0.0608,0.0773,0.0663,0.0442,0.0166,0.0055,uređen
AAN37509.1 |nucleoprotein VP30,0.0935,0.0093,0.0654,0.0748,0.0187,0.0467,0.0467,0.0093,0.028,0.0187,0.0093,0.0374,0.0935,0.0374,0.1308,0.1215,0.0654,0.0561,0.0093,0.028,neuređen
AAQ55045.1 |nucleoprotein,0.0816,0.007,0.035,0.0629,0.0513,0.0629,0.0443,0.0443,0.0653,0.1166,0.035,0.042,0.028,0.0723,0.0443,0.0536,0.0396,0.0816,0.007,0.0256,uređen
AAQ55045.1 |nucleoprotein,0.0548,0.0,0.1419,0.1032,0.0129,0.0452,0.0355,0.0226,0.029,0.0548,0.0161,0.0484,0.1,0.071,0.0484,0.0774,0.0774,0.0258,0.0032,0.0323,neuređen
AAU43883.1 |major nucleoprotein,0.0779,0.0065,0.0433,0.0714,0.0476,0.0693,0.0455,0.0476,0.0563,0.1299,0.0216,0.0368,0.0281,0.0671,0.0433,0.0584,0.039,0.0758,0.0065,0.0281,uređen
AAU43883.1 |major nucleoprotein,0.058,0.0,0.1413,0.0906,0.0072,0.0761,0.0145,0.0254,0.0362,0.0616,0.0109,0.0616,0.1051,0.058,0.0254,0.0797,0.0761,0.0362,0.0036,0.0326,neuređen
AAU43888.1 |minor nucleoprotein,0.0812,0.0305,0.0609,0.0609,0.0406,0.0406,0.0203,0.0254,0.0609,0.1726,0.0051,0.0355,0.0254,0.0609,0.0558,0.1015,0.0457,0.0558,0.0152,0.0051,uređen
AAU43888.1 |minor nucleoprotein,0.044,0.0,0.0659,0.044,0.022,0.0659,0.011,0.011,0.044,0.022,0.011,0.033,0.0989,0.044,0.1319,0.1209,0.1538,0.044,0.011,0.022,neuređen
AAV48574.1 |nucleoprotein,0.0921,0.0067,0.0404,0.0652,0.0427,0.0607,0.0404,0.0562,0.0539,0.1191,0.0292,0.0517,0.0247,0.0742,0.0539,0.0404,0.0427,0.0674,0.0067,0.0315,uređen
AAV48574.1 |nucleoprotein,0.0646,0.0,0.1395,0.102,0.017,0.051,0.034,0.0238,0.0238,0.068,0.0068,0.0578,0.0986,0.0612,0.051,0.0918,0.0476,0.017,0.0102,0.034,neuređen
ABA87124.1 |nucleoprotein,0.072,0.008,0.0427,0.056,0.0373,0.0667,0.04,0.072,0.0587,0.1333,0.008,0.0533,0.0293,0.0453,0.0453,0.0693,0.0613,0.072,0.0027,0.0267,uređen
ABA87124.1 |nucleoprotein,0.0437,0.0,0.1031,0.1031,0.0344,0.0281,0.0219,0.0375,0.0281,0.0656,0.0125,0.0531,0.1094,0.0969,0.0469,0.0875,0.05,0.0531,0.0063,0.0187,neuređen
ABE27012.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27012.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27019.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27019.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27026.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27026.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27033.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27033.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27040.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27040.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0684,0.0065,0.0456,0.1075,0.0912,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27047.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27047.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27054.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27054.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27061.1 |nucleoprotein,0.0696,0.0077,0.0438,0.0567,0.0387,0.0644,0.0412,0.0696,0.0567,0.1314,0.0077,0.0541,0.0309,0.0464,0.049,0.067,0.0619,0.0747,0.0026,0.0258,uređen
ABE27061.1 |nucleoprotein,0.0456,0.0,0.101,0.1042,0.0326,0.0261,0.0195,0.0456,0.0293,0.0651,0.0065,0.0456,0.1075,0.0945,0.0423,0.1042,0.0489,0.0521,0.0065,0.0228,neuređen
ABE27068.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ABE27068.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0965,0.0965,0.0386,0.0965,0.0514,0.0514,0.0064,0.0225,neuređen
ABE27075.1 |nucleoprotein,0.0701,0.0078,0.0442,0.0571,0.039,0.0649,0.0416,0.0701,0.0571,0.1325,0.0078,0.0519,0.0312,0.0442,0.0494,0.0675,0.0623,0.0727,0.0026,0.026,uređen
ABE27075.1 |nucleoprotein,0.0452,0.0,0.1032,0.1,0.0323,0.0323,0.0194,0.0355,0.0258,0.0645,0.0065,0.0452,0.1032,0.1,0.0419,0.1065,0.0516,0.0581,0.0065,0.0226,neuređen
ABE27082.1 |nucleoprotein,0.0701,0.0078,0.0442,0.0571,0.039,0.0649,0.0416,0.0701,0.0571,0.1325,0.0078,0.0519,0.0312,0.0442,0.0494,0.0675,0.0623,0.0727,0.0026,0.026,uređen
ABE27082.1 |nucleoprotein,0.0452,0.0,0.1032,0.1,0.0323,0.0323,0.0194,0.0355,0.029,0.0645,0.0065,0.0452,0.1032,0.1,0.0387,0.1065,0.0516,0.0581,0.0065,0.0226,neuređen
ABE27089.1 |nucleoprotein,0.0654,0.0079,0.0419,0.055,0.0419,0.0654,0.0419,0.0654,0.0576,0.1335,0.0079,0.0497,0.034,0.0471,0.0497,0.0707,0.0602,0.0759,0.0026,0.0262,uređen
ABE27089.1 |nucleoprotein,0.0543,0.0,0.1022,0.115,0.0256,0.0256,0.0192,0.0383,0.0319,0.0703,0.0096,0.0447,0.099,0.0958,0.0383,0.099,0.0511,0.0511,0.0064,0.0224,neuređen
ABS17548.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0755,0.0573,0.0755,0.0026,0.026,uređen
ABS17548.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0965,0.0965,0.0386,0.0965,0.0514,0.0514,0.0064,0.0225,neuređen
ABS17555.1 |nucleoprotein,0.0694,0.0077,0.0437,0.0566,0.0386,0.0643,0.0437,0.0668,0.0566,0.1311,0.0077,0.054,0.0308,0.0463,0.0488,0.0668,0.0617,0.0771,0.0026,0.0257,uređen
ABS17555.1 |nucleoprotein,0.049,0.0,0.098,0.1013,0.0327,0.0261,0.0163,0.0458,0.0294,0.0654,0.0065,0.0523,0.1078,0.1013,0.0392,0.1013,0.049,0.049,0.0065,0.0229,neuređen
ABX75364.1 |nucleoprotein,0.0833,0.0069,0.0347,0.0625,0.0509,0.0625,0.0463,0.0486,0.0648,0.1157,0.0347,0.0417,0.0278,0.0718,0.0463,0.0532,0.037,0.0787,0.0069,0.0255,uređen
ABX75364.1 |nucleoprotein,0.0554,0.0,0.1433,0.1042,0.0163,0.0456,0.0358,0.0261,0.0358,0.0521,0.0163,0.0423,0.1042,0.0717,0.0391,0.0782,0.0717,0.0261,0.0033,0.0326,neuređen
ABY75321.1 |major nucleoprotein,0.0798,0.0063,0.042,0.0735,0.0483,0.0672,0.0441,0.0462,0.0546,0.1282,0.021,0.0378,0.0273,0.0672,0.042,0.0588,0.042,0.0735,0.0084,0.0315,uređen
ABY75321.1 |major nucleoprotein,0.0496,0.0,0.1489,0.084,0.0076,0.0725,0.0153,0.0305,0.042,0.0573,0.0115,0.0649,0.0954,0.0496,0.0305,0.0954,0.084,0.0305,0.0,0.0305,neuređen
ABY75326.1 |minor nucleoprotein,0.0808,0.0303,0.0606,0.0606,0.0404,0.0404,0.0202,0.0303,0.0606,0.1717,0.0051,0.0404,0.0253,0.0606,0.0556,0.101,0.0455,0.0505,0.0152,0.0051,uređen
ABY75326.1 |minor nucleoprotein,0.0444,0.0,0.0667,0.0444,0.0222,0.0667,0.0111,0.0111,0.0444,0.0222,0.0111,0.0111,0.1,0.0444,0.1333,0.1333,0.1556,0.0444,0.0111,0.0222,neuređen
ACD13002.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0443,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.0234,uređen
ACD13002.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0965,0.0965,0.0386,0.0965,0.0514,0.0514,0.0064,0.0225,neuređen
ACD13009.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ACD13009.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0965,0.0965,0.0386,0.0965,0.0514,0.0514,0.0064,0.0225,neuređen
ACD13016.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ACD13016.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0965,0.0965,0.0386,0.0965,0.0514,0.0514,0.0064,0.0225,neuređen
ACI28620.1 |nucleoprotein,0.088,0.0068,0.0316,0.0655,0.0519,0.0587,0.0474,0.0632,0.0632,0.1084,0.0384,0.0406,0.0271,0.0722,0.0429,0.0542,0.0451,0.0632,0.0068,0.0248,uređen
ACI28620.1 |nucleoprotein,0.0811,0.0,0.1453,0.0912,0.0068,0.0372,0.0135,0.0338,0.0304,0.0473,0.0101,0.0845,0.0946,0.0642,0.0405,0.0777,0.0709,0.0304,0.0034,0.0372,neuređen
ACR33187.1 |major nucleoprotein,0.0803,0.0063,0.0423,0.074,0.0465,0.0677,0.0444,0.0465,0.055,0.129,0.0211,0.0381,0.0275,0.0655,0.0423,0.0592,0.0402,0.074,0.0085,0.0317,uređen
ACR33187.1 |major nucleoprotein,0.0491,0.0,0.1472,0.083,0.0075,0.0717,0.0151,0.0302,0.0415,0.0604,0.0113,0.0642,0.1019,0.0528,0.0302,0.0906,0.083,0.0302,0.0,0.0302,neuređen
ACR33192.1 |minor nucleoprotein,0.0808,0.0303,0.0606,0.0606,0.0404,0.0404,0.0202,0.0303,0.0606,0.1717,0.0051,0.0404,0.0253,0.0606,0.0556,0.101,0.0455,0.0505,0.0152,0.0051,uređen
ACR33192.1 |minor nucleoprotein,0.0444,0.0,0.0667,0.0444,0.0222,0.0667,0.0111,0.0111,0.0444,0.0222,0.0111,0.0111,0.1,0.0444,0.1333,0.1333,0.1556,0.0444,0.0111,0.0222,neuređen
ACT22784.1 |nucleoprotein,0.0895,0.0067,0.0403,0.0649,0.0447,0.0604,0.0403,0.0559,0.0492,0.1208,0.0291,0.0537,0.0246,0.0761,0.0559,0.038,0.0447,0.0649,0.0067,0.0336,uređen
ACT22784.1 |nucleoprotein,0.0685,0.0,0.1473,0.1027,0.0171,0.0445,0.0308,0.0342,0.024,0.0685,0.0034,0.0582,0.0993,0.0582,0.0548,0.0925,0.0411,0.0171,0.0034,0.0342,neuređen
ACT22792.1 |nucleoprotein,0.0889,0.0067,0.04,0.0644,0.0489,0.06,0.04,0.0556,0.0533,0.1222,0.0289,0.0489,0.0222,0.0778,0.0511,0.04,0.0444,0.0667,0.0067,0.0333,uređen
ACT22792.1 |nucleoprotein,0.0692,0.0,0.1349,0.1073,0.0173,0.0381,0.0381,0.0277,0.0208,0.0657,0.0069,0.0657,0.0969,0.0519,0.0623,0.0969,0.0415,0.0208,0.0035,0.0346,neuređen
ACT22807.1 |nucleoprotein,0.0895,0.0067,0.0403,0.0671,0.047,0.0582,0.0403,0.0582,0.0515,0.1208,0.0268,0.0537,0.0246,0.0761,0.0537,0.038,0.0425,0.0649,0.0067,0.0336,uređen
ACT22807.1 |nucleoprotein,0.0685,0.0,0.1473,0.1062,0.0137,0.0377,0.0342,0.0308,0.0274,0.0685,0.0034,0.0582,0.0993,0.0616,0.0514,0.0959,0.0445,0.0171,0.0034,0.0308,neuređen
ACT79198.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ACT79198.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0932,0.0965,0.0386,0.0997,0.0514,0.0514,0.0064,0.0225,neuređen
ACT79205.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ACT79205.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0932,0.0965,0.0386,0.0997,0.0514,0.0514,0.0064,0.0225,neuređen
ACT79212.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ACT79212.1 |nucleoprotein,0.0579,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0932,0.0965,0.0386,0.0997,0.0514,0.0514,0.0064,0.0225,neuređen
ACT79219.1 |nucleoprotein,0.0651,0.0078,0.0417,0.0547,0.0417,0.0651,0.0417,0.0651,0.0573,0.1328,0.0078,0.0495,0.0365,0.0469,0.0495,0.0729,0.0599,0.0755,0.0026,0.026,uređen
ACT79219.1 |nucleoprotein,0.0547,0.0,0.0997,0.1158,0.0257,0.0257,0.0193,0.0386,0.0322,0.0707,0.0096,0.045,0.0965,0.0965,0.0386,0.0965,0.0547,0.0514,0.0064,0.0225,neuređen
ACT79226.1 |nucleoprotein,0.0699,0.0078,0.044,0.057,0.0389,0.0648,0.0415,0.0699,0.057,0.1321,0.0078,0.0544,0.0311,0.044,0.0492,0.0674,0.0622,0.0725,0.0026,0.0259,uređen
ACT79226.1 |nucleoprotein,0.0485,0.0,0.1036,0.1003,0.0324,0.0324,0.0194,0.0356,0.0291,0.0647,0.0065,0.0421,0.1036,0.1003,0.0388,0.1068,0.0485,0.0583,0.0065,0.0227,neuređen
ACT79233.1 |nucleoprotein,0.0699,0.0078,0.044,0.057,0.0389,0.0648,0.0415,0.0699,0.057,0.1321,0.0078,0.0544,0.0311,0.044,0.0492,0.0674,0.0622,0.0725,0.0026,0.0259,uređen
ACT79233.1 |nucleoprotein,0.0485,0.0,0.1036,0.1003,0.0324,0.0324,0.0194,0.0356,0.0291,0.0647,0.0065,0.0421,0.1036,0.1003,0.0388,0.1068,0.0485,0.0583,0.0065,0.0227,neuređen
ACT79240.1 |nucleoprotein,0.0699,0.0078,0.044,0.057,0.0389,0.0648,0.0415,0.0699,0.057,0.1321,0.0078,0.0544,0.0311,0.044,0.0492,0.0674,0.0622,0.0725,0.0026,0.0259,uređen
ACT79240.1 |nucleoprotein,0.0485,0.0,0.1036,0.1003,0.0324,0.0324,0.0194,0.0356,0.0291,0.0647,0.0065,0.0421,0.1036,0.1003,0.0388,0.1068,0.0485,0.0583,0.0065,0.0227,neuređen
ADM72988.1 |nucleoprotein,0.0691,0.0077,0.0435,0.0537,0.0384,0.0639,0.0435,0.0665,0.0588,0.1304,0.0077,0.0537,0.0307,0.046,0.0486,0.0691,0.0614,0.0767,0.0026,0.0281,uređen
ADM72988.1 |nucleoprotein,0.0493,0.0,0.0987,0.102,0.0329,0.0263,0.0197,0.0461,0.0296,0.0658,0.0066,0.0526,0.1086,0.102,0.0395,0.0987,0.0493,0.0493,0.0066,0.0164,neuređen
AER59705.1 |nucleoprotein,0.0816,0.007,0.035,0.0629,0.0513,0.0629,0.0443,0.0443,0.0653,0.1166,0.035,0.042,0.0256,0.0746,0.0443,0.0536,0.0396,0.0816,0.007,0.0256,uređen
AER59705.1 |nucleoprotein,0.0548,0.0,0.1419,0.1065,0.0129,0.0419,0.0323,0.0226,0.0355,0.0548,0.0161,0.0484,0.1,0.071,0.0452,0.0774,0.0774,0.0258,0.0032,0.0323,neuređen
AER59709.1 |second nucleoprotein,0.0877,0.0307,0.0658,0.0395,0.0307,0.0526,0.0219,0.0833,0.0439,0.0921,0.0219,0.0307,0.0658,0.057,0.0395,0.0702,0.0702,0.0746,0.0044,0.0175,uređen
AER59709.1 |second nucleoprotein,0.0536,0.0089,0.0179,0.0982,0.0179,0.0804,0.0179,0.0357,0.0536,0.0446,0.0268,0.0446,0.0804,0.0804,0.0804,0.0982,0.1071,0.0179,0.0179,0.0179,neuređen
AER59714.1 |nucleoprotein,0.0816,0.007,0.035,0.0629,0.0513,0.0629,0.0443,0.0443,0.0653,0.1166,0.035,0.042,0.0256,0.0746,0.0443,0.0536,0.0396,0.0816,0.007,0.0256,uređen
AER59714.1 |nucleoprotein,0.0548,0.0,0.1419,0.1065,0.0129,0.0419,0.0323,0.0226,0.0355,0.0548,0.0161,0.0484,0.1,0.071,0.0452,0.0774,0.0774,0.0258,0.0032,0.0323,neuređen
AER59715.1 |second nucleoprotein,0.0848,0.0312,0.067,0.0402,0.0312,0.0536,0.0223,0.0848,0.0446,0.0938,0.0223,0.0312,0.0625,0.058,0.0402,0.0714,0.067,0.0714,0.0045,0.0179,uređen
AER59715.1 |second nucleoprotein,0.0603,0.0086,0.0259,0.0948,0.0172,0.069,0.0172,0.0345,0.0517,0.0431,0.0259,0.0431,0.0862,0.0776,0.0776,0.0948,0.1121,0.0259,0.0172,0.0172,neuređen
AEW11935.1 |nucleoprotein,0.0694,0.0077,0.0437,0.0566,0.0386,0.0643,0.0437,0.0694,0.0566,0.1311,0.0077,0.054,0.0308,0.0463,0.0488,0.0668,0.0617,0.0746,0.0026,0.0257,uređen
AEW11935.1 |nucleoprotein,0.0458,0.0,0.0948,0.1046,0.0327,0.0261,0.0163,0.0458,0.0294,0.0654,0.0065,0.0556,0.1078,0.1013,0.0392,0.098,0.0523,0.049,0.0065,0.0229,neuređen
AFP28224.1 |major nucleoprotein,0.0805,0.0064,0.0424,0.0742,0.0487,0.0678,0.0445,0.0508,0.0551,0.1292,0.0191,0.036,0.0275,0.0678,0.0424,0.0572,0.0403,0.072,0.0085,0.0297,uređen
AFP28224.1 |major nucleoprotein,0.0526,0.0,0.1466,0.0865,0.0075,0.0752,0.015,0.0263,0.0376,0.0602,0.0113,0.0639,0.109,0.0564,0.0301,0.0789,0.0752,0.0376,0.0,0.0301,neuređen
AFP28227.1 |minor nucleoprotein,0.0808,0.0303,0.0606,0.0606,0.0404,0.0404,0.0202,0.0303,0.0606,0.1717,0.0051,0.0404,0.0253,0.0606,0.0556,0.101,0.0455,0.0505,0.0152,0.0051,uređen
AFP28227.1 |minor nucleoprotein,0.0444,0.0,0.0667,0.0444,0.0222,0.0667,0.0111,0.0111,0.0444,0.0222,0.0111,0.0222,0.1,0.0444,0.1333,0.1222,0.1556,0.0444,0.0111,0.0222,neuređen
AFV31137.1 |nucleoprotein,0.0699,0.0078,0.044,0.057,0.0389,0.0648,0.044,0.0699,0.057,0.1321,0.0078,0.0518,0.0311,0.044,0.0492,0.0674,0.0622,0.0725,0.0026,0.0259,uređen
AFV31137.1 |nucleoprotein,0.0453,0.0,0.1068,0.1003,0.0324,0.0324,0.0194,0.0388,0.0291,0.0647,0.0065,0.0421,0.1036,0.0971,0.0388,0.1068,0.0518,0.055,0.0065,0.0227,neuređen
AFV31150.1 |nucleoprotein,0.0699,0.0078,0.044,0.057,0.0389,0.0648,0.044,0.0699,0.057,0.1321,0.0078,0.0518,0.0311,0.044,0.0492,0.0674,0.0622,0.0725,0.0026,0.0259,uređen
AFV31150.1 |nucleoprotein,0.0453,0.0,0.1068,0.1003,0.0324,0.0324,0.0194,0.0388,0.0291,0.0647,0.0065,0.0421,0.1036,0.0971,0.0388,0.1068,0.0518,0.055,0.0065,0.0227,neuređen
AFV31157.1 |nucleoprotein,0.0699,0.0078,0.044,0.057,0.0389,0.0648,0.044,0.0699,0.057,0.1321,0.0078,0.0518,0.0311,0.044,0.0492,0.0674,0.0622,0.0725,0.0026,0.0259,uređen
AFV31157.1 |nucleoprotein,0.0453,0.0,0.1068,0.1003,0.0324,0.0324,0.0194,0.0388,0.0291,0.0647,0.0065,0.0421,0.1036,0.0971,0.0388,0.1068,0.0518,0.055,0.0065,0.0227,neuređen
