Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AGB56731.1 |virion spike glycoprotein precursor,0.0629,0.1093,-0.4246,0.0243,0.0,0.0,0.0507,0.0546,-0.072,0.0527,0.0546,-0.0349,0.0588,0.0,0.0,0.0852,0.0546,0.559,0.0183,0.0492,-0.6288,0.073,0.0164,3.4544,0.0467,0.0437,0.0672,0.0892,0.0383,1.3332,0.0041,0.0055,-0.2576,0.0467,0.0765,-0.3902,0.0487,0.0765,-0.3637,0.0365,0.0437,-0.1648,0.0548,0.0328,0.6704,0.0467,0.1311,-0.6443,0.0892,0.1585,-0.4368,0.0548,0.0437,0.2528,0.0284,0.0,0.0,0.0284,0.0109,1.5984
AGB56740.1 |virion spike glycoprotein precursor,0.0629,0.1093,-0.4246,0.0243,0.0,0.0,0.0507,0.0546,-0.072,0.0527,0.0546,-0.0349,0.0588,0.0,0.0,0.0852,0.0546,0.559,0.0183,0.0492,-0.6288,0.073,0.0164,3.4544,0.0467,0.0437,0.0672,0.0892,0.0383,1.3332,0.0041,0.0055,-0.2576,0.0467,0.0765,-0.3902,0.0487,0.0765,-0.3637,0.0365,0.0437,-0.1648,0.0548,0.0328,0.6704,0.0467,0.1311,-0.6443,0.0892,0.1585,-0.4368,0.0548,0.0437,0.2528,0.0284,0.0,0.0,0.0284,0.0109,1.5984
AGB56749.1 |virion spike glycoprotein precursor,0.0599,0.1029,-0.4178,0.024,0.0,0.0,0.0499,0.0571,-0.1267,0.0519,0.0571,-0.0918,0.0579,0.0057,9.1297,0.0858,0.0571,0.502,0.018,0.0514,-0.6507,0.0719,0.0286,1.515,0.0459,0.04,0.1477,0.0898,0.0343,1.6198,0.004,0.0114,-0.6507,0.0479,0.0743,-0.3551,0.0479,0.0629,-0.2379,0.0379,0.0457,-0.1704,0.0539,0.0343,0.5719,0.0479,0.1371,-0.6507,0.0918,0.16,-0.4261,0.0579,0.0343,0.6883,0.0279,0.0,0.0,0.0279,0.0057,3.8902
AGB56758.1 |virion spike glycoprotein precursor,0.0622,0.1011,-0.3844,0.0241,0.0,0.0,0.0502,0.0506,-0.0071,0.0522,0.0562,-0.0707,0.0582,0.0,0.0,0.0863,0.0562,0.5369,0.0181,0.0506,-0.6426,0.0723,0.0337,1.1446,0.0462,0.0393,0.1744,0.0904,0.0449,1.0105,0.004,0.0112,-0.6426,0.0462,0.0787,-0.4128,0.0482,0.0674,-0.2851,0.0382,0.0393,-0.0298,0.0542,0.0449,0.2063,0.0462,0.1236,-0.6263,0.0924,0.1573,-0.4128,0.0542,0.0393,0.3787,0.0281,0.0,0.0,0.0281,0.0056,4.004
AGB56767.1 |virion spike glycoprotein precursor,0.0622,0.1011,-0.3844,0.0241,0.0,0.0,0.0502,0.0506,-0.0071,0.0522,0.0562,-0.0707,0.0582,0.0,0.0,0.0863,0.0562,0.5369,0.0181,0.0506,-0.6426,0.0723,0.0281,1.5735,0.0462,0.0393,0.1744,0.0904,0.0449,1.0105,0.004,0.0112,-0.6426,0.0462,0.0787,-0.4128,0.0482,0.0674,-0.2851,0.0382,0.0449,-0.1511,0.0542,0.0393,0.3787,0.0462,0.1236,-0.6263,0.0924,0.1629,-0.433,0.0542,0.0393,0.3787,0.0281,0.0,0.0,0.0281,0.0056,4.004
AGB56776.1 |virion spike glycoprotein precursor,0.0604,0.1006,-0.3997,0.0241,0.0,0.0,0.0503,0.0503,0.0004,0.0523,0.0559,-0.0636,0.0584,0.0,0.0,0.0865,0.0559,0.5487,0.0181,0.0503,-0.6398,0.0724,0.0279,1.5932,0.0483,0.0391,0.2348,0.0905,0.0391,1.3153,0.004,0.0112,-0.6398,0.0463,0.0782,-0.4083,0.0483,0.0726,-0.3351,0.0382,0.0447,-0.1446,0.0523,0.0391,0.3377,0.0463,0.1229,-0.6235,0.0926,0.1676,-0.4478,0.0543,0.0391,0.3892,0.0282,0.0,0.0,0.0282,0.0056,4.0423
AGB56785.1 |virion spike glycoprotein precursor,0.0622,0.1011,-0.3844,0.0241,0.0,0.0,0.0502,0.0506,-0.0071,0.0522,0.0562,-0.0707,0.0582,0.0,0.0,0.0863,0.0562,0.5369,0.0181,0.0506,-0.6426,0.0723,0.0281,1.5735,0.0462,0.0393,0.1744,0.0904,0.0449,1.0105,0.004,0.0112,-0.6426,0.0462,0.0787,-0.4128,0.0482,0.0674,-0.2851,0.0382,0.0449,-0.1511,0.0542,0.0393,0.3787,0.0462,0.1236,-0.6263,0.0924,0.1629,-0.433,0.0542,0.0393,0.3787,0.0281,0.0,0.0,0.0281,0.0056,4.004
AGB56794.1 |virion spike glycoprotein precursor,0.0622,0.1067,-0.4168,0.0241,0.0,0.0,0.0502,0.0562,-0.1064,0.0522,0.0562,-0.0707,0.0582,0.0,0.0,0.0863,0.0562,0.5369,0.0181,0.0506,-0.6426,0.0723,0.0281,1.5735,0.0462,0.0393,0.1744,0.0904,0.0393,1.2978,0.004,0.0112,-0.6426,0.0462,0.0787,-0.4128,0.0482,0.073,-0.3401,0.0382,0.0449,-0.1511,0.0562,0.0337,0.668,0.0462,0.1236,-0.6263,0.0904,0.1573,-0.4256,0.0542,0.0393,0.3787,0.0281,0.0,0.0,0.0281,0.0056,4.004
AGB56803.1 |virion spike glycoprotein precursor,0.0622,0.1011,-0.3844,0.0241,0.0,0.0,0.0502,0.0506,-0.0071,0.0522,0.0562,-0.0707,0.0582,0.0,0.0,0.0863,0.0562,0.5369,0.0181,0.0506,-0.6426,0.0723,0.0281,1.5735,0.0462,0.0393,0.1744,0.0904,0.0449,1.0105,0.004,0.0112,-0.6426,0.0462,0.0787,-0.4128,0.0482,0.0674,-0.2851,0.0382,0.0449,-0.1511,0.0542,0.0393,0.3787,0.0462,0.1236,-0.6263,0.0924,0.1629,-0.433,0.0542,0.0393,0.3787,0.0281,0.0,0.0,0.0281,0.0056,4.004
AGB56812.1 |virion spike glycoprotein precursor,0.0604,0.1006,-0.3997,0.0241,0.0,0.0,0.0503,0.0503,0.0004,0.0523,0.0559,-0.0636,0.0584,0.0,0.0,0.0865,0.0559,0.5487,0.0181,0.0503,-0.6398,0.0724,0.0279,1.5932,0.0483,0.0391,0.2348,0.0905,0.0391,1.3153,0.004,0.0112,-0.6398,0.0463,0.0782,-0.4083,0.0483,0.0726,-0.3351,0.0382,0.0447,-0.1446,0.0523,0.0391,0.3377,0.0463,0.1229,-0.6235,0.0926,0.1676,-0.4478,0.0543,0.0391,0.3892,0.0282,0.0,0.0,0.0282,0.0056,4.0423
AGB56821.1 |virion spike glycoprotein precursor,0.0622,0.1067,-0.4168,0.0241,0.0,0.0,0.0502,0.0562,-0.1064,0.0522,0.0562,-0.0707,0.0582,0.0,0.0,0.0863,0.0562,0.5369,0.0181,0.0506,-0.6426,0.0723,0.0281,1.5735,0.0462,0.0393,0.1744,0.0904,0.0393,1.2978,0.004,0.0112,-0.6426,0.0462,0.0787,-0.4128,0.0482,0.073,-0.3401,0.0382,0.0449,-0.1511,0.0562,0.0337,0.668,0.0462,0.1236,-0.6263,0.0904,0.1573,-0.4256,0.0542,0.0393,0.3787,0.0281,0.0,0.0,0.0281,0.0056,4.004
AGB56830.1 |virion spike glycoprotein precursor,0.066,0.108,-0.3886,0.024,0.0,0.0,0.05,0.0625,-0.2,0.052,0.0625,-0.168,0.058,0.0,0.0,0.088,0.0511,0.7209,0.018,0.0455,-0.604,0.074,0.0398,0.8606,0.046,0.0398,0.1566,0.09,0.0284,2.168,0.004,0.0114,-0.648,0.046,0.0739,-0.3772,0.048,0.0682,-0.296,0.038,0.0511,-0.2569,0.054,0.0341,0.584,0.046,0.1307,-0.648,0.088,0.142,-0.3805,0.054,0.0341,0.584,0.028,0.0,0.0,0.028,0.017,0.6427
AGB56839.1 |virion spike glycoprotein precursor,0.0599,0.1029,-0.4178,0.024,0.0,0.0,0.0499,0.0571,-0.1267,0.0519,0.0571,-0.0918,0.0579,0.0057,9.1297,0.0858,0.0571,0.502,0.018,0.0514,-0.6507,0.0719,0.0286,1.515,0.0459,0.04,0.1477,0.0898,0.0343,1.6198,0.004,0.0114,-0.6507,0.0479,0.0743,-0.3551,0.0479,0.0629,-0.2379,0.0379,0.0457,-0.1704,0.0539,0.0343,0.5719,0.0479,0.1371,-0.6507,0.0918,0.16,-0.4261,0.0579,0.0343,0.6883,0.0279,0.0,0.0,0.0279,0.0057,3.8902
AGN52936.1 |spike glycoprotein,0.0652,0.0,0.0,0.0311,0.0,0.0,0.0489,0.0,0.0,0.0341,0.0,0.0,0.0526,0.0,0.0,0.0682,0.0,0.0,0.0156,0.0,0.0,0.0549,0.0,0.0,0.0378,0.0,0.0,0.089,0.0,0.0,0.0156,0.0,0.0,0.0571,0.0,0.0,0.0452,0.25,-0.8191,0.0526,0.0,0.0,0.0319,0.25,-0.8725,0.0986,0.25,-0.6056,0.0682,0.0,0.0,0.0697,0.25,-0.7213,0.0074,0.0,0.0,0.0563,0.0,0.0
AHX24649.2 |virion spike glycoprotein precursor,0.0648,0.0989,-0.345,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0547,0.044,0.2434,0.0283,0.0,0.0,0.0283,0.011,1.5789
AHX24658.2 |virion spike glycoprotein precursor,0.0648,0.0989,-0.345,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0547,0.044,0.2434,0.0283,0.0,0.0,0.0283,0.011,1.5789
AHX24667.2 |virion spike glycoprotein precursor,0.0649,0.0984,-0.3401,0.0243,0.0,0.0,0.0507,0.0546,-0.072,0.0487,0.0601,-0.1901,0.0568,0.0055,9.3935,0.0892,0.0492,0.8147,0.0183,0.0437,-0.5824,0.073,0.0273,1.6726,0.0467,0.0437,0.0672,0.0892,0.0437,1.0416,0.0041,0.0109,-0.6288,0.0467,0.082,-0.4308,0.0487,0.0656,-0.2576,0.0385,0.0437,-0.1184,0.0588,0.0273,1.1529,0.0426,0.1421,-0.7002,0.0892,0.1475,-0.3951,0.0548,0.0437,0.2528,0.0264,0.0,0.0,0.0284,0.0109,1.5984
AHY61337.1 |spike glycoprotein,0.0734,0.0,0.0,0.031,0.0,0.0,0.0499,0.0,0.0,0.0378,0.0,0.0,0.0567,0.0,0.0,0.0703,0.0,0.0,0.0144,0.0,0.0,0.0461,0.0,0.0,0.0408,0.0,0.0,0.0847,0.0,0.0,0.0174,0.0,0.0,0.062,0.0,0.0,0.0454,0.0,0.0,0.0575,0.0,0.0,0.0333,0.0,0.0,0.0832,0.0,0.0,0.0628,0.0,0.0,0.0703,0.0,0.0,0.0083,0.0,0.0,0.0545,0.0,0.0
AIE11800.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11809.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11818.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11827.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11836.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11845.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11854.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11863.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11872.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
AIE11881.1 |virion spike glycoprotein precursor,0.0628,0.0989,-0.3655,0.0243,0.0,0.0,0.0506,0.0549,-0.0789,0.0486,0.0604,-0.1962,0.0567,0.0055,9.3158,0.0891,0.0495,0.8012,0.0182,0.044,-0.5855,0.0729,0.0275,1.6526,0.0466,0.044,0.0592,0.0891,0.044,1.0263,0.004,0.011,-0.6316,0.0466,0.0824,-0.4351,0.0486,0.0659,-0.2632,0.0385,0.044,-0.125,0.0567,0.0275,1.0632,0.0445,0.1374,-0.6758,0.0891,0.1484,-0.3996,0.0567,0.044,0.2895,0.0283,0.0,0.0,0.0283,0.011,1.5789
