Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AGB56731.1|virion spike glycoprotein precursor,0.0473,0.0281,0.6842,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0192,2.0,0.0133,0.0133,0.0,0.0518,0.0059,7.75,0.0311,0.0148,1.1,0.0607,0.0148,3.1,0.0015,0.003,-0.5,0.0311,0.0237,0.3125,0.0311,0.0251,0.2353,0.0251,0.0133,0.8889,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0473,0.2812,0.0385,0.0133,1.8889,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AGB56740.1|virion spike glycoprotein precursor,0.0473,0.0281,0.6842,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0192,2.0,0.0133,0.0133,0.0,0.0518,0.0059,7.75,0.0311,0.0148,1.1,0.0607,0.0148,3.1,0.0015,0.003,-0.5,0.0311,0.0237,0.3125,0.0311,0.0251,0.2353,0.0251,0.0133,0.8889,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0473,0.2812,0.0385,0.0133,1.8889,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AGB56749.1|virion spike glycoprotein precursor,0.0459,0.0251,0.8235,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.0355,0.0178,1.0,0.0414,0.003,13.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0311,0.0133,1.3333,0.0607,0.0148,3.1,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0207,0.5,0.0251,0.0148,0.7,0.0385,0.0104,2.7143,0.0222,0.0488,-0.5455,0.0607,0.0488,0.2424,0.0385,0.0133,1.8889,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56758.1|virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.034,0.0163,1.0909,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0104,4.0,0.0311,0.0133,1.3333,0.0607,0.0178,2.4167,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0222,0.4,0.0251,0.0133,0.8889,0.037,0.0148,1.5,0.0222,0.0444,-0.5,0.0607,0.0488,0.2424,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56767.1|virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.034,0.0163,1.0909,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0311,0.0133,1.3333,0.0607,0.0178,2.4167,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0133,1.7778,0.0222,0.0444,-0.5,0.0607,0.0503,0.2059,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56776.1|virion spike glycoprotein precursor,0.0459,0.0251,0.8235,0.0178,0.0,0.0,0.034,0.0163,1.0909,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0325,0.0133,1.4444,0.0607,0.0163,2.7273,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0237,0.3125,0.0251,0.0148,0.7,0.0355,0.0133,1.6667,0.0222,0.0444,-0.5,0.0592,0.0533,0.1111,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56785.1|virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.034,0.0163,1.0909,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0311,0.0133,1.3333,0.0607,0.0178,2.4167,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0133,1.7778,0.0222,0.0444,-0.5,0.0607,0.0503,0.2059,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56794.1|virion spike glycoprotein precursor,0.0473,0.0266,0.7778,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.0311,0.0133,1.3333,0.0607,0.0163,2.7273,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0237,0.3125,0.0251,0.0148,0.7,0.037,0.0133,1.7778,0.0222,0.0444,-0.5,0.0592,0.0488,0.2121,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56803.1|virion spike glycoprotein precursor,0.0459,0.0266,0.7222,0.0178,0.0,0.0,0.034,0.0163,1.0909,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0311,0.0133,1.3333,0.0607,0.0178,2.4167,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0133,1.7778,0.0222,0.0444,-0.5,0.0607,0.0503,0.2059,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56812.1|virion spike glycoprotein precursor,0.0459,0.0251,0.8235,0.0178,0.0,0.0,0.034,0.0163,1.0909,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0325,0.0133,1.4444,0.0607,0.0163,2.7273,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0237,0.3125,0.0251,0.0148,0.7,0.0355,0.0133,1.6667,0.0222,0.0444,-0.5,0.0592,0.0533,0.1111,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56821.1|virion spike glycoprotein precursor,0.0473,0.0266,0.7778,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0192,0.7692,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0533,0.0074,6.2,0.0311,0.0133,1.3333,0.0607,0.0163,2.7273,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0237,0.3125,0.0251,0.0148,0.7,0.037,0.0133,1.7778,0.0222,0.0444,-0.5,0.0592,0.0488,0.2121,0.0385,0.0118,2.25,0.0207,0.0,0.0,0.0192,0.003,5.5
AGB56830.1|virion spike glycoprotein precursor,0.0488,0.0281,0.7368,0.0178,0.0,0.0,0.034,0.0192,0.7692,0.034,0.0207,0.6429,0.0414,0.0015,27.0,0.0592,0.0192,2.0769,0.0133,0.0118,0.125,0.0533,0.0118,3.5,0.0311,0.0133,1.3333,0.0621,0.0118,4.25,0.0015,0.0044,-0.6667,0.0311,0.0222,0.4,0.0311,0.0222,0.4,0.0251,0.0163,0.5455,0.0385,0.0104,2.7143,0.0222,0.0459,-0.5161,0.0592,0.0429,0.3793,0.0385,0.0104,2.7143,0.0207,0.0,0.0,0.0192,0.0059,2.25
AGB56839.1|virion spike glycoprotein precursor,0.0459,0.0251,0.8235,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.0355,0.0178,1.0,0.0414,0.003,13.0,0.0577,0.0207,1.7857,0.0133,0.0133,0.0,0.0518,0.0089,4.8333,0.0311,0.0133,1.3333,0.0607,0.0148,3.1,0.0015,0.0044,-0.6667,0.0311,0.0237,0.3125,0.0311,0.0207,0.5,0.0251,0.0148,0.7,0.0385,0.0104,2.7143,0.0222,0.0488,-0.5455,0.0607,0.0488,0.2424,0.0385,0.0133,1.8889,0.0207,0.0,0.0,0.0192,0.003,5.5
AGN52936.1|spike glycoprotein,0.0547,0.0103,4.2857,0.0288,0.0022,12.0,0.0421,0.0067,5.3333,0.0296,0.0044,5.6667,0.0495,0.003,15.75,0.0599,0.0081,6.3636,0.0126,0.003,3.25,0.0495,0.0052,8.5714,0.0303,0.0074,3.1,0.0835,0.0052,15.1429,0.0126,0.003,3.25,0.0517,0.0052,9.0,0.0377,0.0081,3.6364,0.0466,0.0059,6.875,0.0251,0.0074,2.4,0.0695,0.0296,1.35,0.0621,0.0059,9.5,0.0613,0.0089,5.9167,0.0074,0.0,0.0,0.0525,0.0037,13.2
AHX24649.2|virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0399,0.0118,2.375,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AHX24658.2|virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0399,0.0118,2.375,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AHX24667.2|virion spike glycoprotein precursor,0.0459,0.0281,0.6316,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0281,0.0178,0.5833,0.0607,0.0163,2.7273,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.0385,0.0118,2.25,0.0222,0.0473,-0.5312,0.0592,0.0459,0.2903,0.0399,0.0118,2.375,0.0192,0.0,0.0,0.0192,0.0044,3.3333
AHY61337.1|spike glycoprotein,0.0651,0.0083,6.8182,0.0287,0.0023,11.6667,0.0408,0.0091,3.5,0.028,0.0098,1.8462,0.0499,0.0068,6.3333,0.0613,0.0091,5.75,0.0113,0.003,2.75,0.0424,0.0038,10.2,0.0295,0.0113,1.6,0.0764,0.0083,8.1818,0.0136,0.0038,2.6,0.0552,0.0068,7.1111,0.0378,0.0076,4.0,0.0439,0.0136,2.2222,0.025,0.0083,2.0,0.0658,0.0174,2.7826,0.056,0.0068,7.2222,0.0635,0.0068,8.3333,0.0083,0.0,0.0,0.0522,0.0023,22.0
AIE11800.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11809.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11818.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11827.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11836.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11845.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11854.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11863.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11872.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11881.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
AIE11890.1|virion spike glycoprotein precursor,0.0444,0.0281,0.5789,0.0178,0.0,0.0,0.034,0.0178,0.9167,0.034,0.0178,0.9167,0.0414,0.0015,27.0,0.0577,0.0207,1.7857,0.0133,0.0118,0.125,0.0533,0.0074,6.2,0.0311,0.0148,1.1,0.0621,0.0148,3.2,0.0015,0.0044,-0.6667,0.0311,0.0251,0.2353,0.0311,0.0222,0.4,0.0251,0.0148,0.7,0.037,0.0118,2.125,0.0222,0.0473,-0.5312,0.0607,0.0444,0.3667,0.0414,0.0118,2.5,0.0207,0.0,0.0,0.0192,0.0044,3.3333
