Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AAV48574.1 |nucleoprotein,0.0925,0.0671,0.3785,0.0073,0.0,0.0,0.0414,0.128,-0.677,0.0535,0.1128,-0.5255,0.0487,0.0122,2.9903,0.0608,0.0518,0.1736,0.0414,0.0335,0.2334,0.0511,0.0335,0.5236,0.0487,0.0335,0.451,0.1265,0.064,0.9761,0.0292,0.0091,2.1922,0.0487,0.061,-0.2019,0.0292,0.0854,-0.658,0.0657,0.0732,-0.1022,0.0462,0.061,-0.2418,0.0414,0.0854,-0.5155,0.0414,0.0488,-0.1521,0.0754,0.0122,5.1849,0.0122,0.003,2.9903,0.0389,0.0244,0.5961
ABA87124.1 |nucleoprotein,0.0698,0.0484,0.4405,0.0087,0.0,0.0,0.0465,0.094,-0.5053,0.0465,0.1083,-0.5704,0.0436,0.0285,0.5305,0.0698,0.0285,1.4488,0.0378,0.0256,0.4738,0.0727,0.0399,0.8221,0.0436,0.0456,-0.0434,0.1337,0.0712,0.8774,0.0058,0.0142,-0.5919,0.0523,0.0541,-0.0334,0.0407,0.0912,-0.5536,0.0436,0.094,-0.5362,0.0378,0.0541,-0.3019,0.0669,0.0883,-0.243,0.061,0.0513,0.1904,0.0785,0.0484,0.6206,0.0058,0.0028,1.0407,0.0349,0.0114,2.061
ABE27012.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27019.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27026.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27033.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27040.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.0749,0.7641,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0865,-0.4682,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27047.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27054.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27061.1 |nucleoprotein,0.069,0.049,0.4077,0.0086,0.0,0.0,0.046,0.0922,-0.5014,0.046,0.1095,-0.5802,0.0431,0.0288,0.4957,0.069,0.0259,1.659,0.0374,0.0259,0.4403,0.0718,0.0461,0.558,0.0431,0.0461,-0.0652,0.1322,0.072,0.8347,0.0057,0.0086,-0.3352,0.0517,0.049,0.0558,0.0431,0.0865,-0.5014,0.046,0.0893,-0.4854,0.0402,0.0519,-0.2245,0.0661,0.1009,-0.3447,0.0603,0.0519,0.1633,0.0805,0.049,0.6423,0.0057,0.0029,0.9943,0.0345,0.0144,1.3931
ABE27068.1 |nucleoprotein,0.0641,0.0597,0.0751,0.0087,0.0,0.0,0.0437,0.0909,-0.519,0.0466,0.1165,-0.5995,0.0437,0.0256,0.7104,0.07,0.0256,1.7366,0.0379,0.0256,0.4823,0.07,0.0369,0.8946,0.0437,0.0483,-0.0945,0.1312,0.0795,0.6493,0.0058,0.0114,-0.4869,0.0496,0.0455,0.0904,0.0466,0.0795,-0.4136,0.0466,0.0909,-0.4869,0.0408,0.0483,-0.1549,0.07,0.0966,-0.2756,0.0583,0.054,0.0803,0.0816,0.0483,0.6903,0.0058,0.0028,1.0525,0.035,0.0142,1.463
ABE27075.1 |nucleoprotein,0.0678,0.0506,0.3419,0.0088,0.0,0.0,0.0472,0.0927,-0.4908,0.0442,0.1067,-0.5855,0.0442,0.0281,0.5752,0.0708,0.0309,1.2912,0.0383,0.0253,0.5169,0.0708,0.0393,0.8003,0.0442,0.0421,0.0501,0.1357,0.0702,0.9323,0.0059,0.0084,-0.2999,0.0501,0.0478,0.0501,0.0324,0.0927,-0.65,0.0442,0.0927,-0.5227,0.0413,0.0506,-0.1832,0.0678,0.1011,-0.3291,0.059,0.0562,0.0501,0.0855,0.0478,0.7914,0.0059,0.0028,1.1003,0.0354,0.014,1.5204
ABE27082.1 |nucleoprotein,0.0678,0.0506,0.3419,0.0088,0.0,0.0,0.0472,0.0927,-0.4908,0.0442,0.1067,-0.5855,0.0442,0.0281,0.5752,0.0708,0.0309,1.2912,0.0383,0.0253,0.5169,0.0708,0.0393,0.8003,0.0442,0.0449,-0.0155,0.1357,0.0702,0.9323,0.0059,0.0084,-0.2999,0.0501,0.0478,0.0501,0.0324,0.0927,-0.65,0.0442,0.0927,-0.5227,0.0413,0.0478,-0.1352,0.0678,0.1011,-0.3291,0.059,0.0562,0.0501,0.0855,0.0478,0.7914,0.0059,0.0028,1.1003,0.0354,0.014,1.5204
ABE27089.1 |nucleoprotein,0.0641,0.0568,0.1289,0.0087,0.0,0.0,0.0437,0.0938,-0.5335,0.0466,0.1165,-0.5995,0.0437,0.0256,0.7104,0.07,0.0256,1.7366,0.0379,0.0256,0.4823,0.07,0.0369,0.8946,0.0437,0.0483,-0.0945,0.1312,0.0795,0.6493,0.0058,0.0114,-0.4869,0.0496,0.0455,0.0904,0.0466,0.0795,-0.4136,0.0466,0.0909,-0.4869,0.0408,0.0483,-0.1549,0.07,0.0966,-0.2756,0.0583,0.054,0.0803,0.0816,0.0483,0.6903,0.0058,0.0028,1.0525,0.035,0.0142,1.463
ABS17548.1 |nucleoprotein,0.0643,0.0595,0.0813,0.0088,0.0,0.0,0.0439,0.0907,-0.5162,0.0468,0.1161,-0.5972,0.0439,0.0255,0.7203,0.0702,0.0255,1.7524,0.0351,0.0283,0.2386,0.0702,0.0368,0.9055,0.0439,0.0482,-0.0893,0.1316,0.0793,0.6588,0.0058,0.0113,-0.4839,0.0497,0.0453,0.0967,0.0468,0.0793,-0.4102,0.0468,0.0907,-0.4839,0.0409,0.0482,-0.15,0.0702,0.0992,-0.2922,0.0585,0.051,0.1468,0.0819,0.0482,0.7,0.0058,0.0028,1.0643,0.0351,0.0142,1.4772
ABS17555.1 |nucleoprotein,0.0638,0.0571,0.1159,0.0087,0.0,0.0,0.0464,0.0886,-0.4764,0.0435,0.1086,-0.5995,0.0435,0.0286,0.5217,0.0696,0.0257,1.7053,0.0377,0.0257,0.4654,0.0696,0.0457,0.5217,0.0435,0.0457,-0.0489,0.1304,0.0743,0.7559,0.0058,0.0086,-0.3237,0.0522,0.0543,-0.0389,0.0435,0.0857,-0.4928,0.0493,0.0914,-0.4611,0.0406,0.0486,-0.1645,0.0667,0.0971,-0.3137,0.0609,0.0514,0.1836,0.0841,0.0457,0.8388,0.0058,0.0029,1.029,0.0348,0.0143,1.4348
ABX75364.1 |nucleoprotein,0.0919,0.0526,0.7465,0.0084,0.0,0.0,0.0223,0.1342,-0.834,0.0557,0.1026,-0.4572,0.0585,0.0158,2.7047,0.0669,0.0447,0.4943,0.0446,0.0395,0.1291,0.0501,0.0289,0.7321,0.0474,0.0579,-0.1821,0.1253,0.0553,1.2682,0.039,0.0158,1.4698,0.0362,0.0474,-0.2355,0.0279,0.0895,-0.6887,0.0669,0.0763,-0.124,0.0446,0.0421,0.0585,0.0529,0.0737,-0.2817,0.039,0.0632,-0.3825,0.0808,0.0342,1.3613,0.0084,0.0026,2.1755,0.0334,0.0237,0.4113
ABY75321.1 |major nucleoprotein,0.0865,0.0493,0.7557,0.0076,0.0,0.0,0.0382,0.1275,-0.7007,0.0509,0.1072,-0.5255,0.0534,0.0116,3.6088,0.0712,0.0667,0.0687,0.0458,0.0203,1.2574,0.0509,0.029,0.7557,0.0407,0.0609,-0.3312,0.1374,0.0638,1.1548,0.0204,0.0145,0.4046,0.0305,0.0667,-0.542,0.0331,0.0725,-0.5435,0.0662,0.0551,0.2013,0.0382,0.0377,0.0129,0.0611,0.0841,-0.2735,0.0433,0.0725,-0.4031,0.0763,0.0377,1.0258,0.0102,0.0,0.0,0.0382,0.0232,0.646
ABY75326.1 |minor nucleoprotein,0.0952,0.0494,0.9286,0.0159,0.0247,-0.3571,0.0476,0.0741,-0.3571,0.0556,0.0556,0.0,0.0476,0.0247,0.9286,0.0317,0.0617,-0.4857,0.0159,0.0185,-0.1429,0.0317,0.0185,0.7143,0.0476,0.0617,-0.2286,0.1984,0.0679,1.9221,0.0079,0.0062,0.2857,0.0317,0.0309,0.0286,0.0317,0.0617,-0.4857,0.0476,0.0617,-0.2286,0.0635,0.0926,-0.3143,0.0794,0.1358,-0.4156,0.0476,0.1049,-0.5462,0.0714,0.0309,1.3143,0.0238,0.0062,2.8571,0.0079,0.0123,-0.3571
ACD13002.1 |nucleoprotein,0.0657,0.0583,0.1258,0.009,0.0,0.0,0.0418,0.0917,-0.5441,0.0478,0.1139,-0.5806,0.0448,0.025,0.791,0.0716,0.025,1.8657,0.0388,0.0278,0.397,0.0657,0.0417,0.5761,0.0448,0.0472,-0.0518,0.1343,0.0778,0.7271,0.006,0.0111,-0.4627,0.0478,0.0472,0.0114,0.0478,0.0778,-0.3859,0.0478,0.0889,-0.4627,0.0418,0.0472,-0.115,0.0627,0.1028,-0.3901,0.0597,0.0528,0.1312,0.0836,0.0472,0.77,0.006,0.0028,1.1493,0.0328,0.0139,1.3642
ACD13009.1 |nucleoprotein,0.0641,0.0597,0.0751,0.0087,0.0,0.0,0.0437,0.0909,-0.519,0.0466,0.1165,-0.5995,0.0437,0.0256,0.7104,0.07,0.0256,1.7366,0.0379,0.0256,0.4823,0.07,0.0369,0.8946,0.0437,0.0483,-0.0945,0.1312,0.0795,0.6493,0.0058,0.0114,-0.4869,0.0496,0.0455,0.0904,0.0466,0.0795,-0.4136,0.0466,0.0909,-0.4869,0.0408,0.0483,-0.1549,0.07,0.0966,-0.2756,0.0583,0.054,0.0803,0.0816,0.0483,0.6903,0.0058,0.0028,1.0525,0.035,0.0142,1.463
ACD13016.1 |nucleoprotein,0.0641,0.0597,0.0751,0.0087,0.0,0.0,0.0437,0.0909,-0.519,0.0466,0.1165,-0.5995,0.0437,0.0256,0.7104,0.07,0.0256,1.7366,0.0379,0.0256,0.4823,0.07,0.0369,0.8946,0.0437,0.0483,-0.0945,0.1312,0.0795,0.6493,0.0058,0.0114,-0.4869,0.0496,0.0455,0.0904,0.0466,0.0795,-0.4136,0.0466,0.0909,-0.4869,0.0408,0.0483,-0.1549,0.07,0.0966,-0.2756,0.0583,0.054,0.0803,0.0816,0.0483,0.6903,0.0058,0.0028,1.0525,0.035,0.0142,1.463
ACI28620.1 |nucleoprotein,0.0948,0.0767,0.2359,0.0086,0.0,0.0,0.0316,0.1176,-0.7313,0.0431,0.1049,-0.5889,0.0575,0.0128,3.4943,0.0661,0.0358,0.8459,0.0517,0.0179,1.8892,0.0661,0.0384,0.7228,0.0374,0.0614,-0.3914,0.1092,0.0614,0.779,0.0431,0.0128,2.3707,0.0374,0.0767,-0.5131,0.0259,0.0793,-0.6738,0.0776,0.0614,0.264,0.0374,0.046,-0.1885,0.0546,0.0716,-0.2376,0.046,0.0639,-0.2809,0.069,0.0332,1.0743,0.0086,0.0026,2.3707,0.0345,0.0256,0.3483
ACR33187.1 |major nucleoprotein,0.0865,0.0493,0.7557,0.0076,0.0,0.0,0.0382,0.1275,-0.7007,0.0509,0.1072,-0.5255,0.0509,0.0116,3.3893,0.0712,0.0667,0.0687,0.0458,0.0203,1.2574,0.0509,0.029,0.7557,0.0407,0.0609,-0.3312,0.1399,0.0638,1.1947,0.0204,0.0145,0.4046,0.0305,0.0667,-0.542,0.0331,0.0783,-0.5773,0.0662,0.0551,0.2013,0.0382,0.0377,0.0129,0.0611,0.0812,-0.2475,0.0433,0.0696,-0.3782,0.0763,0.0377,1.0258,0.0102,0.0,0.0,0.0382,0.0232,0.646
ACR33192.1 |minor nucleoprotein,0.0952,0.0494,0.9286,0.0159,0.0247,-0.3571,0.0476,0.0741,-0.3571,0.0556,0.0556,0.0,0.0476,0.0247,0.9286,0.0317,0.0617,-0.4857,0.0159,0.0185,-0.1429,0.0317,0.0185,0.7143,0.0476,0.0617,-0.2286,0.1984,0.0679,1.9221,0.0079,0.0062,0.2857,0.0317,0.0309,0.0286,0.0317,0.0617,-0.4857,0.0476,0.0617,-0.2286,0.0635,0.0926,-0.3143,0.0794,0.1358,-0.4156,0.0476,0.1049,-0.5462,0.0714,0.0309,1.3143,0.0238,0.0062,2.8571,0.0079,0.0123,-0.3571
ACT22784.1 |nucleoprotein,0.0923,0.0688,0.3423,0.0077,0.0,0.0,0.0436,0.1261,-0.6543,0.0538,0.1089,-0.5055,0.0487,0.0172,1.8338,0.0615,0.0458,0.3423,0.041,0.0315,0.3016,0.0538,0.0401,0.3423,0.0436,0.0344,0.2677,0.1256,0.0716,0.7539,0.0282,0.0086,2.2812,0.0513,0.0602,-0.1477,0.0308,0.0802,-0.6165,0.0692,0.0688,0.0067,0.0436,0.0688,-0.3661,0.041,0.0802,-0.4886,0.041,0.0458,-0.1051,0.0744,0.0143,4.1903,0.0103,0.0,0.0,0.0385,0.0287,0.3423
ACT22792.1 |nucleoprotein,0.0949,0.0659,0.4396,0.0077,0.0,0.0,0.0359,0.1232,-0.7086,0.0538,0.1117,-0.5181,0.0513,0.0201,1.5568,0.0641,0.0372,0.7209,0.041,0.0372,0.1014,0.0538,0.0344,0.566,0.0462,0.0344,0.3423,0.1256,0.0716,0.7539,0.0282,0.0115,1.4609,0.0487,0.063,-0.2272,0.0282,0.0774,-0.6354,0.0718,0.063,0.1389,0.0385,0.0745,-0.4837,0.0436,0.0831,-0.4754,0.0436,0.043,0.0142,0.0769,0.0172,3.4744,0.0103,0.0,0.0,0.0359,0.0315,0.1389
ACT22807.1 |nucleoprotein,0.0925,0.0686,0.3496,0.0077,0.0,0.0,0.0437,0.1257,-0.6524,0.0566,0.1114,-0.4925,0.0488,0.0171,1.8492,0.0591,0.04,0.4781,0.0411,0.0343,0.1997,0.0566,0.0371,0.5226,0.0437,0.04,0.0925,0.126,0.0714,0.7635,0.0257,0.0086,1.9991,0.0514,0.06,-0.1431,0.0308,0.08,-0.6144,0.0694,0.0714,-0.0283,0.0411,0.0657,-0.3741,0.0411,0.0829,-0.5036,0.0411,0.0457,-0.1003,0.0746,0.0143,4.2185,0.0103,0.0,0.0,0.0386,0.0257,0.4996
