Naziv_proteina,molska_frakcija_A_uredjen,molska_frakcija_A_neuredjen,frakcijska_razlika_A,molska_frakcija_C_uredjen,molska_frakcija_C_neuredjen,frakcijska_razlika_C,molska_frakcija_D_uredjen,molska_frakcija_D_neuredjen,frakcijska_razlika_D,molska_frakcija_E_uredjen,molska_frakcija_E_neuredjen,frakcijska_razlika_E,molska_frakcija_F_uredjen,molska_frakcija_F_neuredjen,frakcijska_razlika_F,molska_frakcija_G_uredjen,molska_frakcija_G_neuredjen,frakcijska_razlika_G,molska_frakcija_H_uredjen,molska_frakcija_H_neuredjen,frakcijska_razlika_H,molska_frakcija_I_uredjen,molska_frakcija_I_neuredjen,frakcijska_razlika_I,molska_frakcija_K_uredjen,molska_frakcija_K_neuredjen,frakcijska_razlika_K,molska_frakcija_L_uredjen,molska_frakcija_L_neuredjen,frakcijska_razlika_L,molska_frakcija_M_uredjen,molska_frakcija_M_neuredjen,frakcijska_razlika_M,molska_frakcija_N_uredjen,molska_frakcija_N_neuredjen,frakcijska_razlika_N,molska_frakcija_P_uredjen,molska_frakcija_P_neuredjen,frakcijska_razlika_P,molska_frakcija_Q_uredjen,molska_frakcija_Q_neuredjen,frakcijska_razlika_Q,molska_frakcija_R_uredjen,molska_frakcija_R_neuredjen,frakcijska_razlika_R,molska_frakcija_S_uredjen,molska_frakcija_S_neuredjen,frakcijska_razlika_S,molska_frakcija_T_uredjen,molska_frakcija_T_neuredjen,frakcijska_razlika_T,molska_frakcija_V_uredjen,molska_frakcija_V_neuredjen,frakcijska_razlika_V,molska_frakcija_W_uredjen,molska_frakcija_W_neuredjen,frakcijska_razlika_W,molska_frakcija_Y_uredjen,molska_frakcija_Y_neuredjen,frakcijska_razlika_Y
AGB56731.1|virion spike glycoprotein precursor,0.07,0.0868,-0.1929,0.0263,0.0,0.0,0.0503,0.0548,-0.0815,0.0503,0.0594,-0.1522,0.0613,0.0046,12.4179,0.0853,0.0594,0.4376,0.0197,0.0411,-0.5208,0.0766,0.0183,3.1931,0.046,0.0457,0.0063,0.0897,0.0457,0.9648,0.0022,0.0091,-0.7604,0.046,0.0731,-0.371,0.046,0.0776,-0.408,0.0372,0.0411,-0.0948,0.0547,0.0365,0.4975,0.0328,0.1461,-0.7754,0.0897,0.1461,-0.386,0.0569,0.0411,0.3844,0.0306,0.0,0.0,0.0284,0.0137,1.0766
AGB56740.1|virion spike glycoprotein precursor,0.07,0.0868,-0.1929,0.0263,0.0,0.0,0.0503,0.0548,-0.0815,0.0503,0.0594,-0.1522,0.0613,0.0046,12.4179,0.0853,0.0594,0.4376,0.0197,0.0411,-0.5208,0.0766,0.0183,3.1931,0.046,0.0457,0.0063,0.0897,0.0457,0.9648,0.0022,0.0091,-0.7604,0.046,0.0731,-0.371,0.046,0.0776,-0.408,0.0372,0.0411,-0.0948,0.0547,0.0365,0.4975,0.0328,0.1461,-0.7754,0.0897,0.1461,-0.386,0.0569,0.0411,0.3844,0.0306,0.0,0.0,0.0284,0.0137,1.0766
AGB56749.1|virion spike glycoprotein precursor,0.0677,0.078,-0.132,0.0262,0.0,0.0,0.0502,0.055,-0.0877,0.0524,0.055,-0.048,0.0611,0.0092,5.6638,0.0852,0.0642,0.326,0.0197,0.0413,-0.524,0.0764,0.0275,1.7766,0.0459,0.0413,0.1106,0.0895,0.0459,0.9515,0.0022,0.0138,-0.8413,0.0459,0.0734,-0.3753,0.0459,0.0642,-0.286,0.0371,0.0459,-0.1908,0.0568,0.0321,0.7679,0.0328,0.1514,-0.7836,0.0895,0.1514,-0.4086,0.0568,0.0413,0.3751,0.0306,0.0,0.0,0.0284,0.0092,2.0939
AGB56758.1|virion spike glycoprotein precursor,0.068,0.0818,-0.1691,0.0263,0.0,0.0,0.0504,0.05,0.0088,0.0504,0.0591,-0.1464,0.0614,0.0045,12.5088,0.0855,0.0636,0.344,0.0197,0.0409,-0.5175,0.0768,0.0318,1.4123,0.0461,0.0409,0.1257,0.0899,0.0545,0.6484,0.0022,0.0136,-0.8392,0.0461,0.0727,-0.3668,0.0461,0.0682,-0.3246,0.0373,0.0409,-0.0887,0.0548,0.0455,0.2061,0.0329,0.1364,-0.7588,0.0899,0.15,-0.4006,0.057,0.0364,0.568,0.0307,0.0,0.0,0.0285,0.0091,2.136
AGB56767.1|virion spike glycoprotein precursor,0.068,0.0818,-0.1691,0.0263,0.0,0.0,0.0504,0.05,0.0088,0.0504,0.0591,-0.1464,0.0614,0.0045,12.5088,0.0855,0.0636,0.344,0.0197,0.0409,-0.5175,0.0768,0.0273,1.8143,0.0461,0.0409,0.1257,0.0899,0.0545,0.6484,0.0022,0.0136,-0.8392,0.0461,0.0727,-0.3668,0.0461,0.0682,-0.3246,0.0373,0.0455,-0.1798,0.0548,0.0409,0.3402,0.0329,0.1364,-0.7588,0.0899,0.1545,-0.4182,0.057,0.0364,0.568,0.0307,0.0,0.0,0.0285,0.0091,2.136
AGB56776.1|virion spike glycoprotein precursor,0.0681,0.0769,-0.1143,0.0264,0.0,0.0,0.0505,0.0498,0.0156,0.0505,0.0588,-0.1407,0.0615,0.0045,12.6,0.0857,0.0633,0.3531,0.0198,0.0407,-0.5143,0.0769,0.0271,1.8333,0.0484,0.0407,0.1873,0.0901,0.0498,0.8104,0.0022,0.0136,-0.8381,0.0462,0.0724,-0.3625,0.0462,0.0724,-0.3625,0.0374,0.0452,-0.1743,0.0527,0.0407,0.2952,0.033,0.1357,-0.7571,0.0879,0.1629,-0.4603,0.0571,0.0362,0.5786,0.0308,0.0,0.0,0.0286,0.009,2.1571
AGB56785.1|virion spike glycoprotein precursor,0.068,0.0818,-0.1691,0.0263,0.0,0.0,0.0504,0.05,0.0088,0.0504,0.0591,-0.1464,0.0614,0.0045,12.5088,0.0855,0.0636,0.344,0.0197,0.0409,-0.5175,0.0768,0.0273,1.8143,0.0461,0.0409,0.1257,0.0899,0.0545,0.6484,0.0022,0.0136,-0.8392,0.0461,0.0727,-0.3668,0.0461,0.0682,-0.3246,0.0373,0.0455,-0.1798,0.0548,0.0409,0.3402,0.0329,0.1364,-0.7588,0.0899,0.1545,-0.4182,0.057,0.0364,0.568,0.0307,0.0,0.0,0.0285,0.0091,2.136
AGB56794.1|virion spike glycoprotein precursor,0.07,0.0822,-0.1481,0.0263,0.0,0.0,0.0503,0.0548,-0.0815,0.0503,0.0594,-0.1522,0.0613,0.0046,12.4179,0.0853,0.0639,0.3349,0.0197,0.0411,-0.5208,0.0788,0.0228,2.4503,0.046,0.0411,0.1182,0.0897,0.0502,0.7862,0.0022,0.0137,-0.8403,0.046,0.0731,-0.371,0.046,0.0731,-0.371,0.0372,0.0457,-0.1853,0.0547,0.0411,0.3311,0.0328,0.137,-0.7604,0.0875,0.1507,-0.4191,0.0569,0.0365,0.5574,0.0306,0.0,0.0,0.0284,0.0091,2.1149
AGB56803.1|virion spike glycoprotein precursor,0.068,0.0818,-0.1691,0.0263,0.0,0.0,0.0504,0.05,0.0088,0.0504,0.0591,-0.1464,0.0614,0.0045,12.5088,0.0855,0.0636,0.344,0.0197,0.0409,-0.5175,0.0768,0.0273,1.8143,0.0461,0.0409,0.1257,0.0899,0.0545,0.6484,0.0022,0.0136,-0.8392,0.0461,0.0727,-0.3668,0.0461,0.0682,-0.3246,0.0373,0.0455,-0.1798,0.0548,0.0409,0.3402,0.0329,0.1364,-0.7588,0.0899,0.1545,-0.4182,0.057,0.0364,0.568,0.0307,0.0,0.0,0.0285,0.0091,2.136
AGB56812.1|virion spike glycoprotein precursor,0.0681,0.0769,-0.1143,0.0264,0.0,0.0,0.0505,0.0498,0.0156,0.0505,0.0588,-0.1407,0.0615,0.0045,12.6,0.0857,0.0633,0.3531,0.0198,0.0407,-0.5143,0.0769,0.0271,1.8333,0.0484,0.0407,0.1873,0.0901,0.0498,0.8104,0.0022,0.0136,-0.8381,0.0462,0.0724,-0.3625,0.0462,0.0724,-0.3625,0.0374,0.0452,-0.1743,0.0527,0.0407,0.2952,0.033,0.1357,-0.7571,0.0879,0.1629,-0.4603,0.0571,0.0362,0.5786,0.0308,0.0,0.0,0.0286,0.009,2.1571
AGB56821.1|virion spike glycoprotein precursor,0.07,0.0822,-0.1481,0.0263,0.0,0.0,0.0503,0.0548,-0.0815,0.0503,0.0594,-0.1522,0.0613,0.0046,12.4179,0.0853,0.0639,0.3349,0.0197,0.0411,-0.5208,0.0788,0.0228,2.4503,0.046,0.0411,0.1182,0.0897,0.0502,0.7862,0.0022,0.0137,-0.8403,0.046,0.0731,-0.371,0.046,0.0731,-0.371,0.0372,0.0457,-0.1853,0.0547,0.0411,0.3311,0.0328,0.137,-0.7604,0.0875,0.1507,-0.4191,0.0569,0.0365,0.5574,0.0306,0.0,0.0,0.0284,0.0091,2.1149
AGB56830.1|virion spike glycoprotein precursor,0.0716,0.0884,-0.19,0.026,0.0,0.0,0.0499,0.0605,-0.1749,0.0499,0.0651,-0.2338,0.0607,0.0047,12.0586,0.0868,0.0605,0.435,0.0195,0.0372,-0.4753,0.0781,0.0372,1.0987,0.0456,0.0419,0.0882,0.0911,0.0372,1.4485,0.0022,0.014,-0.8445,0.0456,0.0698,-0.3471,0.0456,0.0698,-0.3471,0.0369,0.0512,-0.2792,0.0564,0.0326,0.7323,0.0325,0.1442,-0.7743,0.0868,0.1349,-0.3567,0.0564,0.0326,0.7323,0.0304,0.0,0.0,0.0282,0.0186,0.5157
AGB56839.1|virion spike glycoprotein precursor,0.0677,0.078,-0.132,0.0262,0.0,0.0,0.0502,0.055,-0.0877,0.0524,0.055,-0.048,0.0611,0.0092,5.6638,0.0852,0.0642,0.326,0.0197,0.0413,-0.524,0.0764,0.0275,1.7766,0.0459,0.0413,0.1106,0.0895,0.0459,0.9515,0.0022,0.0138,-0.8413,0.0459,0.0734,-0.3753,0.0459,0.0642,-0.286,0.0371,0.0459,-0.1908,0.0568,0.0321,0.7679,0.0328,0.1514,-0.7836,0.0895,0.1514,-0.4086,0.0568,0.0413,0.3751,0.0306,0.0,0.0,0.0284,0.0092,2.0939
AGN52936.1|spike glycoprotein,0.0631,0.0778,-0.1889,0.0332,0.0167,0.9949,0.0486,0.05,-0.0281,0.0341,0.0333,0.023,0.0571,0.0222,1.5703,0.0691,0.0611,0.13,0.0145,0.0222,-0.3478,0.0571,0.0389,0.4688,0.035,0.0556,-0.3708,0.0963,0.0389,1.4772,0.0145,0.0222,-0.3478,0.0597,0.0389,0.5345,0.0435,0.0611,-0.2885,0.0537,0.0444,0.2084,0.029,0.0556,-0.4783,0.0801,0.2222,-0.6394,0.0716,0.0444,0.6113,0.0708,0.0667,0.0614,0.0085,0.0,0.0,0.0605,0.0278,1.179
AHX24649.2|virion spike glycoprotein precursor,0.0675,0.0876,-0.2286,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.0588,0.0369,0.5956,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AHX24658.2|virion spike glycoprotein precursor,0.0675,0.0876,-0.2286,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.0588,0.0369,0.5956,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AHX24667.2|virion spike glycoprotein precursor,0.0681,0.086,-0.2075,0.0264,0.0,0.0,0.0505,0.0543,-0.069,0.0505,0.0543,-0.069,0.0615,0.0045,12.6,0.0857,0.0633,0.3531,0.0198,0.0362,-0.4536,0.0791,0.0226,2.4971,0.0418,0.0543,-0.231,0.0901,0.0498,0.8104,0.0022,0.0136,-0.8381,0.0462,0.0769,-0.4,0.0462,0.0679,-0.32,0.0374,0.0452,-0.1743,0.0571,0.0362,0.5786,0.033,0.1448,-0.7723,0.0879,0.1403,-0.3733,0.0593,0.0362,0.6393,0.0286,0.0,0.0,0.0286,0.0136,1.1048
AHY61337.1|spike glycoprotein,0.0761,0.0573,0.3284,0.0336,0.0156,1.1522,0.0478,0.0625,-0.2354,0.0327,0.0677,-0.5164,0.0584,0.0469,0.246,0.0717,0.0625,0.1469,0.0133,0.0208,-0.3628,0.0496,0.026,0.903,0.0345,0.0781,-0.5582,0.0894,0.0573,0.5601,0.0159,0.026,-0.3883,0.0646,0.0469,0.3782,0.0442,0.0521,-0.1504,0.0513,0.0938,-0.4525,0.0292,0.0573,-0.4903,0.077,0.1198,-0.3573,0.0655,0.0469,0.3971,0.0743,0.0469,0.5858,0.0097,0.0,0.0,0.0611,0.0156,2.908
AIE11800.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11809.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11818.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11827.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11836.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11845.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11854.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11863.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11872.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
AIE11881.1|virion spike glycoprotein precursor,0.0654,0.0876,-0.2535,0.0261,0.0,0.0,0.0501,0.0553,-0.0939,0.0501,0.0553,-0.0939,0.061,0.0046,12.2375,0.085,0.0645,0.317,0.0196,0.0369,-0.4681,0.0784,0.023,2.4039,0.0458,0.0461,-0.0072,0.0915,0.0461,0.9856,0.0022,0.0138,-0.8424,0.0458,0.0783,-0.416,0.0458,0.0691,-0.3381,0.037,0.0461,-0.1963,0.0545,0.0369,0.4774,0.0327,0.1475,-0.7784,0.0893,0.1382,-0.3539,0.061,0.0369,0.6547,0.0305,0.0,0.0,0.0283,0.0138,1.0487
